  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
    73,    P-2554,   2025/07/25 07:12:40,           1-30,       1,        -7.178,     21510.189,         19140,      -1,    1,                                        ,                                        ,                 H2O, 1753453065.89,         0.259,        14.481,        68.164,         0.000,        -0.329,         1.623,       224.901,       -25.873,         8.248,       139.840,         0.753,       -27.810,       -0.0000,       -0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    74,    P-2554,   2025/07/25 07:21:40,           1-30,       2,        -7.078,     21596.627,         18696,      -1,    1,                                        ,                                        ,                 H2O, 1753453606.18,         0.287,        14.474,        71.257,         0.000,        -0.330,         1.706,       221.264,       -24.560,         8.014,       137.446,         0.753,       -26.938,       -0.0000,       -0.0000,    1,        43.500,         1,      30,       2,20250722_TristanCaro,       0,       1
    75,    P-2554,   2025/07/25 07:30:40,           1-30,       3,        -7.158,     21753.042,         18515,      -1,    1,                                        ,                                        ,                 H2O, 1753454145.73,         0.278,        13.036,        70.367,         0.001,        -0.295,         1.686,       219.942,       -24.758,         8.002,       137.218,         0.751,       -26.722,        0.0000,        0.0000,    1,        43.375,         1,      30,       2,20250722_TristanCaro,       0,       1
    76,    P-2554,   2025/07/25 07:39:40,           1-30,       4,        -7.210,     21832.049,         18739,       0,    1,                                        ,                                        ,                 H2O, 1753454686.11,         0.276,        13.602,        71.748,         0.000,        -0.305,         1.706,       222.100,       -25.165,         8.096,       137.617,         0.757,       -27.668,        0.0000,        0.0000,    1,        43.375,         1,      30,       2,20250722_TristanCaro,       0,       1
    77,    P-2554,   2025/07/25 07:48:39,           1-30,       5,        -7.177,     21864.071,         18475,       0,    1,                                        ,                                        ,                 H2O, 1753455225.05,         0.287,        13.492,        72.161,        -0.000,        -0.303,         1.719,       219.799,       -25.081,         8.022,       137.977,         0.760,       -26.746,        0.0000,        0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    78,    P-2554,   2025/07/25 07:57:39,           1-30,       6,        -7.201,     21886.941,         18645,       0,    1,                                        ,                                        ,                 H2O, 1753455764.50,         0.276,        13.072,        72.453,        -0.001,        -0.291,         1.718,       221.179,       -24.958,         8.078,       138.477,         0.755,       -27.198,       -0.0000,       -0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    79,    P-2554,   2025/07/25 08:06:39,           1-30,       7,        -7.155,     21904.808,         18519,       0,    1,                                        ,                                        ,                 H2O, 1753456304.77,         0.275,        12.842,        68.400,        -0.000,        -0.285,         1.638,       219.910,       -24.897,         7.991,       139.574,         0.751,       -26.548,       -0.0000,       -0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    80,    P-2554,   2025/07/25 08:15:38,           1-30,       8,        -7.100,     21915.590,         18549,       0,    1,                                        ,                                        ,                 H2O, 1753456843.94,         0.264,        12.930,        68.031,         0.000,        -0.288,         1.626,       220.299,       -24.511,         7.988,       137.140,         0.754,       -27.067,       -0.0000,       -0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    81,    P-2554,   2025/07/25 08:24:38,           1-30,       9,        -7.134,     21923.249,         18531,       0,    1,                                        ,                                        ,                 H2O, 1753457383.89,         0.249,        12.169,        67.661,         0.000,        -0.275,         1.617,       220.314,       -24.450,         7.991,       136.403,         0.751,       -27.276,       -0.0000,       -0.0000,    1,        43.438,         1,      30,       2,20250722_TristanCaro,       0,       1
    82,    P-2555,   2025/07/25 08:35:51,           1-31,       1,        -7.246,     21745.243,         19114,      -1,    1,                                        ,                                        ,                 H2O, 1753458057.40,         0.283,         8.895,        71.036,         0.001,        -0.182,         1.682,       225.783,       -26.350,         8.265,       140.940,         0.763,       -28.137,       -0.0000,       -0.0000,    1,        43.500,         1,      31,       2,20250722_TristanCaro,       0,       1
    83,    P-2555,   2025/07/25 08:44:50,           1-31,       2,        -7.117,     21665.375,         18794,      -1,    1,                                        ,                                        ,                 H2O, 1753458596.29,         0.233,        10.507,        70.075,        -0.000,        -0.232,         1.672,       222.723,       -24.666,         8.044,       138.727,         0.752,       -26.993,        0.0000,        0.0000,    1,        43.500,         1,      31,       2,20250722_TristanCaro,       0,       1
    84,    P-2555,   2025/07/25 08:53:49,           1-31,       3,        -7.195,     21702.033,         18846,      -1,    1,                                        ,                                        ,                 H2O, 1753459135.53,         0.287,        10.525,        69.694,        -0.000,        -0.227,         1.657,       223.695,       -25.712,         8.139,       138.878,         0.755,       -27.701,       -0.0000,       -0.0000,    1,        43.500,         1,      31,       2,20250722_TristanCaro,       0,       1
    85,    P-2555,   2025/07/25 09:02:49,           1-31,       4,        -7.159,     21744.894,         18721,       0,    1,                                        ,                                        ,                 H2O, 1753459674.85,         0.297,        10.790,        67.984,        -0.000,        -0.237,         1.629,       222.456,       -25.157,         8.070,       138.284,         0.756,       -27.206,        0.0000,        0.0000,    1,        43.438,         1,      31,       2,20250722_TristanCaro,       0,       1
    86,    P-2555,   2025/07/25 09:11:49,           1-31,       5,        -7.116,     21777.581,         18865,       0,    1,                                        ,                                        ,                 H2O, 1753460214.96,         0.263,        10.864,        73.175,        -0.000,        -0.228,         1.731,       223.529,       -25.014,         8.087,       138.943,         0.759,       -27.607,        0.0000,        0.0000,    1,        43.562,         1,      31,       2,20250722_TristanCaro,       0,       1
    87,    P-2555,   2025/07/25 09:20:48,           1-31,       6,        -7.149,     21788.138,         18838,       0,    1,                                        ,                                        ,                 H2O, 1753460754.08,         0.277,         9.704,        70.595,         0.000,        -0.203,         1.678,       223.214,       -24.848,         8.100,       139.838,         0.760,       -27.237,        0.0000,        0.0000,    1,        43.625,         1,      31,       2,20250722_TristanCaro,       0,       1
    88,    P-2555,   2025/07/25 09:29:48,           1-31,       7,        -7.139,     21793.054,         18729,       0,    1,                                        ,                                        ,                 H2O, 1753461294.05,         0.271,         9.336,        70.560,         0.001,        -0.197,         1.683,       222.437,       -25.146,         8.069,       139.195,         0.760,       -27.187,        0.0000,        0.0000,    1,        43.625,         1,      31,       2,20250722_TristanCaro,       0,       1
    89,    P-2555,   2025/07/25 09:38:48,           1-31,       8,        -7.148,     21800.472,         18810,       0,    1,                                        ,                                        ,                 H2O, 1753461833.24,         0.277,         9.147,        70.807,         0.001,        -0.192,         1.690,       223.184,       -25.436,         8.099,       139.827,         0.761,       -27.412,       -0.0000,       -0.0000,    1,        43.625,         1,      31,       2,20250722_TristanCaro,       0,       1
    90,    P-2555,   2025/07/25 09:47:47,           1-31,       9,        -7.099,     21805.196,         18613,       0,    1,                                        ,                                        ,                 H2O, 1753462373.69,         0.270,         9.261,        71.243,         0.001,        -0.194,         1.697,       221.627,       -24.540,         8.005,       136.785,         0.759,       -27.244,       -0.0000,       -0.0000,    1,        43.688,         1,      31,       2,20250722_TristanCaro,       0,       1
    91,    P-2556,   2025/07/25 09:59:01,           1-32,       1,        -7.019,     19273.291,         18998,      -1,    1,                                        ,                                        ,                 H2O, 1753463046.91,         0.256,         4.197,        71.850,         0.000,         0.041,         1.705,       238.727,       -21.042,         7.552,       130.297,         0.747,       -25.261,       -0.0000,       -0.0000,    1,        43.750,         1,      32,       2,20250722_TristanCaro,       0,       1
    92,    P-2556,   2025/07/25 10:08:00,           1-32,       2,        -6.975,     19011.415,         19068,      -1,    1,                                        ,                                        ,                 H2O, 1753463586.29,         0.219,         3.519,        72.437,         0.000,         0.018,         1.719,       239.348,       -21.280,         7.596,       129.244,         0.747,       -25.438,        0.0000,        0.0000,    1,        43.688,         1,      32,       2,20250722_TristanCaro,       0,       1
    93,    P-2556,   2025/07/25 10:17:00,           1-32,       3,        -6.950,     19008.031,         18775,      -1,    1,                                        ,                                        ,                 H2O, 1753464125.68,         0.254,         3.788,        72.056,         0.000,        -0.012,         1.715,       236.605,       -19.875,         7.386,       127.533,         0.747,       -24.666,       -0.0000,       -0.0000,    1,        43.750,         1,      32,       2,20250722_TristanCaro,       0,       1
    94,    P-2556,   2025/07/25 10:26:00,           1-32,       4,        -6.913,     19000.937,         18489,       0,    1,                                        ,                                        ,                 H2O, 1753464665.82,         0.235,         3.760,        69.519,         0.001,        -0.043,         1.653,       234.004,       -19.108,         7.223,       127.300,         0.746,       -23.846,       -0.0000,       -0.0000,    1,        43.750,         1,      32,       2,20250722_TristanCaro,       0,       1
    95,    P-2556,   2025/07/25 10:34:59,           1-32,       5,        -6.904,     19019.905,         18919,       0,    1,                                        ,                                        ,                 H2O, 1753465205.15,         0.216,         4.227,        68.051,         0.000,        -0.069,         1.622,       237.623,       -20.575,         7.443,       130.275,         0.743,       -24.594,        0.0000,        0.0000,    1,        43.750,         1,      32,       2,20250722_TristanCaro,       0,       1
    96,    P-2556,   2025/07/25 10:43:59,           1-32,       6,        -6.935,     19028.998,         18768,       0,    1,                                        ,                                        ,                 H2O, 1753465744.90,         0.254,         4.784,        70.031,         0.000,        -0.072,         1.679,       236.404,       -19.892,         7.358,       129.426,         0.744,       -24.377,        0.0000,        0.0000,    1,        43.812,         1,      32,       2,20250722_TristanCaro,       0,       1
    97,    P-2556,   2025/07/25 10:52:58,           1-32,       7,        -6.890,     19032.273,         18525,       0,    1,                                        ,                                        ,                 H2O, 1753466283.96,         0.233,         4.057,        68.667,         0.001,        -0.056,         1.647,       234.287,       -19.369,         7.264,       128.177,         0.744,       -23.832,       -0.0000,       -0.0000,    1,        43.812,         1,      32,       2,20250722_TristanCaro,       0,       1
    98,    P-2556,   2025/07/25 11:01:58,           1-32,       8,        -6.978,     19029.654,         18570,       0,    1,                                        ,                                        ,                 H2O, 1753466824.37,         0.247,         3.735,        75.444,         0.001,        -0.013,         1.809,       234.801,       -20.200,         7.331,       130.199,         0.748,       -23.810,        0.0000,        0.0000,    1,        43.812,         1,      32,       2,20250722_TristanCaro,       0,       1
    99,    P-2556,   2025/07/25 11:10:59,           1-32,       9,        -6.891,     19036.421,         18662,       0,    1,                                        ,                                        ,                 H2O, 1753467364.10,         0.249,         4.339,        71.033,         0.000,        -0.060,         1.686,       235.688,       -19.884,         7.366,       128.026,         0.750,       -24.272,        0.0000,        0.0000,    1,        43.812,         1,      32,       2,20250722_TristanCaro,       0,       1
   100,    P-2557,   2025/07/25 11:22:13,           1-33,       1,        -7.061,     20437.400,         18951,      -1,    1,                                        ,                                        ,                 H2O, 1753468038.62,         0.269,         6.380,        73.996,         0.002,        -0.106,         1.762,       230.906,       -22.980,         7.832,       133.501,         0.755,       -26.728,        0.0000,        0.0000,    1,        43.812,         1,      33,       2,20250722_TristanCaro,       0,       1
   101,    P-2557,   2025/07/25 11:31:13,           1-33,       2,        -7.072,     20540.164,         19326,      -1,    1,                                        ,                                        ,                 H2O, 1753468578.94,         0.260,         8.598,        73.831,         0.001,        -0.183,         1.743,       234.039,       -24.719,         8.062,       136.832,         0.758,       -27.305,       -0.0000,       -0.0000,    1,        43.812,         1,      33,       2,20250722_TristanCaro,       0,       1
   102,    P-2557,   2025/07/25 11:40:14,           1-33,       3,        -7.015,     20683.124,         18783,      -1,    1,                                        ,                                        ,                 H2O, 1753469119.42,         0.257,         9.112,        68.143,         0.001,        -0.199,         1.630,       229.426,       -22.925,         7.786,       133.282,         0.753,       -26.478,        0.0000,        0.0000,    1,        43.875,         1,      33,       2,20250722_TristanCaro,       0,       1
   103,    P-2557,   2025/07/25 11:49:13,           1-33,       4,        -7.049,     20696.118,         18840,       0,    1,                                        ,                                        ,                 H2O, 1753469659.13,         0.257,         9.232,        68.480,         0.001,        -0.196,         1.627,       229.903,       -23.282,         7.829,       135.368,         0.754,       -26.413,        0.0000,        0.0000,    1,        43.875,         1,      33,       2,20250722_TristanCaro,       0,       1
   104,    P-2557,   2025/07/25 11:58:14,           1-33,       5,        -7.040,     20738.175,         18826,       0,    1,                                        ,                                        ,                 H2O, 1753470199.96,         0.266,         7.631,        70.657,         0.001,        -0.153,         1.685,       229.976,       -23.531,         7.867,       134.137,         0.757,       -26.744,       -0.0000,       -0.0000,    1,        43.812,         1,      33,       2,20250722_TristanCaro,       0,       1
   105,    P-2557,   2025/07/25 12:07:14,           1-33,       6,        -7.007,     20757.341,         18729,       0,    1,                                        ,                                        ,                 H2O, 1753470739.49,         0.275,         8.006,        71.642,        -0.000,        -0.163,         1.707,       228.967,       -23.012,         7.801,       134.842,         0.754,       -26.236,       -0.0000,       -0.0000,    1,        43.875,         1,      33,       2,20250722_TristanCaro,       0,       1
   106,    P-2557,   2025/07/25 12:16:13,           1-33,       7,        -6.955,     20769.766,         18754,       0,    1,                                        ,                                        ,                 H2O, 1753471279.55,         0.244,         7.807,        72.890,         0.000,        -0.160,         1.730,       228.919,       -23.122,         7.804,       135.373,         0.757,       -25.960,        0.0000,        0.0000,    1,        43.875,         1,      33,       2,20250722_TristanCaro,       0,       1
   107,    P-2557,   2025/07/25 12:25:13,           1-33,       8,        -7.032,     20770.481,         18847,       0,    1,                                        ,                                        ,                 H2O, 1753471818.84,         0.277,         7.925,        72.435,        -0.000,        -0.158,         1.718,       229.900,       -23.923,         7.906,       136.702,         0.763,       -26.236,        0.0000,        0.0000,    1,        43.938,         1,      33,       2,20250722_TristanCaro,       0,       1
   108,    P-2557,   2025/07/25 12:34:13,           1-33,       9,        -6.956,     20775.926,         18536,       0,    1,                                        ,                                        ,                 H2O, 1753472359.11,         0.259,         7.308,        71.754,        -0.000,        -0.145,         1.708,       227.099,       -22.265,         7.650,       134.055,         0.753,       -25.557,        0.0000,        0.0000,    1,        43.875,         1,      33,       2,20250722_TristanCaro,       0,       1
   109,    P-2558,   2025/07/25 12:45:27,           1-34,       1,        -7.177,     20972.393,         19112,      -1,    1,                                        ,                                        ,                 H2O, 1753473033.46,         0.263,         6.729,        71.174,         0.001,        -0.127,         1.695,       225.783,       -24.724,         8.070,       139.227,         0.764,       -26.959,       -0.0000,       -0.0000,    1,        43.875,         1,      34,       2,20250722_TristanCaro,       0,       1
   110,    P-2558,   2025/07/25 12:54:27,           1-34,       2,        -7.174,     20945.126,         18878,      -1,    1,                                        ,                                        ,                 H2O, 1753473573.40,         0.255,         7.929,        69.260,         0.001,        -0.163,         1.632,       224.107,       -24.003,         7.940,       136.745,         0.762,       -26.827,        0.0000,        0.0000,    1,        43.938,         1,      34,       2,20250722_TristanCaro,       0,       1
   111,    P-2558,   2025/07/25 13:03:27,           1-34,       3,        -7.147,     20977.081,         18835,      -1,    1,                                        ,                                        ,                 H2O, 1753474112.79,         0.228,         8.091,        68.777,         0.000,        -0.172,         1.636,       223.548,       -23.510,         7.878,       137.301,         0.756,       -26.426,        0.0000,        0.0000,    1,        43.938,         1,      34,       2,20250722_TristanCaro,       0,       1
   112,    P-2558,   2025/07/25 13:12:27,           1-34,       4,        -7.206,     21002.658,         18749,       0,    1,                                        ,                                        ,                 H2O, 1753474652.80,         0.260,         7.837,        70.580,         0.000,        -0.153,         1.678,       223.034,       -23.875,         7.867,       136.549,         0.758,       -26.507,        0.0000,        0.0000,    1,        43.938,         1,      34,       2,20250722_TristanCaro,       0,       1
   113,    P-2558,   2025/07/25 13:21:26,           1-34,       5,        -7.148,     21039.365,         18970,       0,    1,                                        ,                                        ,                 H2O, 1753475192.17,         0.249,         7.232,        71.986,         0.000,        -0.149,         1.723,       224.645,       -23.720,         7.941,       136.801,         0.756,       -27.019,       -0.0000,       -0.0000,    1,        44.000,         1,      34,       2,20250722_TristanCaro,       0,       1
   114,    P-2558,   2025/07/25 13:30:26,           1-34,       6,        -7.179,     21047.750,         18912,       0,    1,                                        ,                                        ,                 H2O, 1753475732.08,         0.257,         8.422,        69.102,        -0.000,        -0.176,         1.646,       224.240,       -23.938,         7.938,       137.392,         0.761,       -26.728,        0.0000,        0.0000,    1,        44.000,         1,      34,       2,20250722_TristanCaro,       0,       1
   115,    P-2558,   2025/07/25 13:39:26,           1-34,       7,        -7.068,     21056.781,         18494,       0,    1,                                        ,                                        ,                 H2O, 1753476272.03,         0.246,         7.214,        73.474,        -0.000,        -0.139,         1.744,       220.629,       -22.197,         7.696,       135.014,         0.759,       -25.738,        0.0000,        0.0000,    1,        43.938,         1,      34,       2,20250722_TristanCaro,       0,       1
   116,    P-2558,   2025/07/25 13:48:25,           1-34,       8,        -7.188,     21057.391,         18953,       0,    1,                                        ,                                        ,                 H2O, 1753476810.80,         0.275,         7.057,        71.242,         0.001,        -0.130,         1.697,       224.744,       -24.775,         8.010,       138.134,         0.774,       -27.029,        0.0000,        0.0000,    1,        44.000,         1,      34,       2,20250722_TristanCaro,       0,       1
   117,    P-2558,   2025/07/25 13:57:24,           1-34,       9,        -7.174,     21064.611,         18958,       0,    1,                                        ,                                        ,                 H2O, 1753477350.86,         0.287,         6.906,        72.770,         0.001,        -0.128,         1.733,       224.851,       -24.337,         8.001,       136.807,         0.770,       -27.238,       -0.0000,       -0.0000,    1,        44.000,         1,      34,       2,20250722_TristanCaro,       0,       1
   118,    P-2559,   2025/07/25 14:09:40,           1-01,       1,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       1,       3,SyringeCleaning_NMP_mqH2O_5xRinse,       0,       1
   119,    P-2559,   2025/07/25 14:19:35,           1-01,       2,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       1,       4,SyringeCleaning_NMP_mqH2O_5xRinse,       0,       1
   120,    P-2559,   2025/07/25 14:29:40,           1-01,       3,       -10.716,      1599.539,         18667,      -1,    1,                                        ,                                        ,                 H2O, 1753479286.12,         0.104,        54.642,        59.711,         0.001,         1.293,         1.419,       202.614,        26.439,         3.074,        91.341,         0.722,        -1.391,        0.0000,        0.0000,    1,        43.938,         1,       1,       5,20250722_TristanCaro,       0,       1
   121,    P-2559,   2025/07/25 14:38:41,           1-01,       4,       -10.848,       722.564,         18605,       0,    1,                                        ,                                        ,                 H2O, 1753479826.77,         0.105,        52.021,        62.706,         0.001,         1.241,         1.496,       199.779,        29.424,         2.842,        91.209,         0.722,        -0.599,       -0.0000,       -0.0000,    1,        43.875,         1,       1,       5,20250722_TristanCaro,       0,       1
   122,    P-2559,   2025/07/25 14:47:41,           1-01,       5,       -10.867,       491.920,         18777,       0,    1,                                        ,                                        ,                 H2O, 1753480366.80,         0.101,        44.093,        65.138,         0.000,         1.047,         1.547,       200.563,        30.360,         2.762,        91.951,         0.722,        -0.421,       -0.0000,       -0.0000,    1,        43.875,         1,       1,       5,20250722_TristanCaro,       0,       1
   123,    P-2559,   2025/07/25 14:56:41,           1-01,       6,       -10.884,       408.588,         18695,       0,    1,                                        ,                                        ,                 H2O, 1753480907.39,         0.108,        38.477,        68.103,         0.001,         0.920,         1.628,       199.850,        30.482,         2.793,        92.138,         0.721,        -0.135,       -0.0000,       -0.0000,    1,        43.875,         1,       1,       5,20250722_TristanCaro,       0,       1
   124,    P-2559,   2025/07/25 15:05:42,           1-01,       7,       -10.910,       329.101,         18690,       0,    1,                                        ,                                        ,                 H2O, 1753481448.15,         0.101,        34.174,        67.154,         0.001,         0.812,         1.595,       199.587,        30.341,         2.843,        94.450,         0.721,         0.229,        0.0000,        0.0000,    1,        43.812,         1,       1,       5,20250722_TristanCaro,       0,       1
   125,    P-2559,   2025/07/25 15:14:42,           1-01,       8,       -10.923,       275.996,         18621,       0,    1,                                        ,                                        ,                 H2O, 1753481988.23,         0.103,        30.976,        66.990,         0.000,         0.736,         1.592,       199.169,        30.809,         2.776,        92.258,         0.721,         0.021,        0.0000,        0.0000,    1,        43.812,         1,       1,       5,20250722_TristanCaro,       0,       1
   126,    P-2559,   2025/07/25 15:23:43,           1-01,       9,       -10.926,       237.986,         18580,       0,    1,                                        ,                                        ,                 H2O, 1753482529.18,         0.107,        28.560,        67.660,         0.001,         0.679,         1.609,       198.860,        30.801,         2.772,        92.553,         0.721,         0.128,       -0.0000,       -0.0000,    1,        43.812,         1,       1,       5,20250722_TristanCaro,       0,       1
   127,    P-2559,   2025/07/25 15:32:43,           1-01,      10,       -10.907,       207.211,         18684,       0,    1,                                        ,                                        ,                 H2O, 1753483069.09,         0.105,        26.328,        67.648,         0.000,         0.625,         1.607,       199.496,        30.736,         2.790,        93.884,         0.721,         0.205,        0.0000,        0.0000,    1,        43.812,         1,       1,       5,20250722_TristanCaro,       0,       1
   128,    P-2559,   2025/07/25 15:41:44,           1-01,      11,       -10.923,       184.300,         18720,       0,    1,                                        ,                                        ,                 H2O, 1753483609.88,         0.096,        24.611,        69.226,         0.000,         0.587,         1.653,       199.731,        31.243,         2.728,        92.462,         0.722,         0.043,       -0.0000,       -0.0000,    1,        43.875,         1,       1,       5,20250722_TristanCaro,       0,       1
   129,    P-2560,   2025/07/25 15:53:01,           1-02,       1,       -10.654,      3206.576,         18902,      -1,    1,                                        ,                                        ,                 H2O, 1753484286.75,         0.127,        12.376,        70.936,         0.001,         0.293,         1.685,       204.605,        21.003,         3.514,        89.785,         0.721,        -3.944,        0.0000,        0.0000,    1,        43.875,         1,       2,       5,20250722_TristanCaro,       0,       1
   130,    P-2560,   2025/07/25 16:02:01,           1-02,       2,       -10.594,      3425.726,         18722,      -1,    1,                                        ,                                        ,                 H2O, 1753484826.63,         0.120,        11.831,        73.541,         0.001,         0.282,         1.755,       203.688,        20.104,         3.535,        89.751,         0.722,        -4.183,       -0.0000,       -0.0000,    1,        43.875,         1,       2,       5,20250722_TristanCaro,       0,       1
   131,    P-2560,   2025/07/25 16:11:01,           1-02,       3,       -10.588,      3470.836,         18837,      -1,    1,                                        ,                                        ,                 H2O, 1753485367.60,         0.124,        11.846,        68.184,         0.001,         0.281,         1.620,       204.398,        19.985,         3.627,        89.955,         0.722,        -4.179,       -0.0000,       -0.0000,    1,        43.875,         1,       2,       5,20250722_TristanCaro,       0,       1
   132,    P-2560,   2025/07/25 16:20:02,           1-02,       4,       -10.567,      3493.325,         18542,       0,    1,                                        ,                                        ,                 H2O, 1753485908.16,         0.109,        11.930,        69.845,         0.000,         0.285,         1.669,       202.607,        19.424,         3.532,        90.220,         0.721,        -4.073,       -0.0000,       -0.0000,    1,        43.875,         1,       2,       5,20250722_TristanCaro,       0,       1
   133,    P-2560,   2025/07/25 16:29:02,           1-02,       5,       -10.617,      3497.182,         18591,       0,    1,                                        ,                                        ,                 H2O, 1753486448.45,         0.111,        12.070,        70.673,         0.001,         0.287,         1.680,       202.691,        19.852,         3.577,        89.785,         0.722,        -4.042,       -0.0000,       -0.0000,    1,        43.875,         1,       2,       5,20250722_TristanCaro,       0,       1
   134,    P-2560,   2025/07/25 16:38:04,           1-02,       6,       -10.592,      3497.406,         18755,       0,    1,                                        ,                                        ,                 H2O, 1753486990.11,         0.111,        12.098,        73.152,         0.001,         0.287,         1.737,       203.891,        19.985,         3.595,        89.643,         0.722,        -4.279,       -0.0000,       -0.0000,    1,        43.812,         1,       2,       5,20250722_TristanCaro,       0,       1
   135,    P-2560,   2025/07/25 16:47:04,           1-02,       7,       -10.593,      3495.173,         18836,       0,    1,                                        ,                                        ,                 H2O, 1753487530.28,         0.118,        11.403,        70.046,         0.001,         0.271,         1.664,       204.415,        20.461,         3.598,        88.213,         0.721,        -4.454,       -0.0000,       -0.0000,    1,        43.812,         1,       2,       5,20250722_TristanCaro,       0,       1
   136,    P-2560,   2025/07/25 16:56:05,           1-02,       8,       -10.622,      3495.427,         18772,       0,    1,                                        ,                                        ,                 H2O, 1753488070.96,         0.105,        10.927,        68.091,         0.000,         0.260,         1.625,       204.111,        19.950,         3.585,        89.059,         0.722,        -4.384,       -0.0000,       -0.0000,    1,        43.812,         1,       2,       5,20250722_TristanCaro,       0,       1
   137,    P-2560,   2025/07/25 17:05:05,           1-02,       9,       -10.594,      3493.476,         18840,       0,    1,                                        ,                                        ,                 H2O, 1753488611.11,         0.119,        10.609,        68.246,         0.001,         0.253,         1.628,       204.597,        19.825,         3.589,        89.960,         0.722,        -4.363,        0.0000,        0.0000,    1,        43.812,         1,       2,       5,20250722_TristanCaro,       0,       1
   138,    P-2561,   2025/07/25 17:16:23,           1-03,       1,       -10.152,      7518.219,         19275,      -1,    1,                                        ,                                        ,                 H2O, 1753489288.65,         0.141,         3.935,        71.912,         0.001,        -0.077,         1.714,       212.984,         6.658,         4.791,        94.894,         0.723,       -11.044,        0.0000,        0.0000,    1,        43.750,         1,       3,       5,20250722_TristanCaro,       0,       1
   139,    P-2561,   2025/07/25 17:25:23,           1-03,       2,       -10.105,      7819.376,         18756,      -1,    1,                                        ,                                        ,                 H2O, 1753489828.98,         0.143,         3.760,        71.403,         0.001,        -0.084,         1.701,       209.589,         5.643,         4.727,        94.902,         0.723,       -10.844,        0.0000,        0.0000,    1,        43.875,         1,       3,       5,20250722_TristanCaro,       0,       1
   140,    P-2561,   2025/07/25 17:34:24,           1-03,       3,       -10.110,      7891.748,         18897,      -1,    1,                                        ,                                        ,                 H2O, 1753490370.39,         0.139,         2.051,        71.726,         0.001,        -0.041,         1.707,       210.630,         5.552,         4.814,        95.133,         0.723,       -11.128,        0.0000,        0.0000,    1,        43.812,         1,       3,       5,20250722_TristanCaro,       0,       1
   141,    P-2561,   2025/07/25 17:43:25,           1-03,       4,       -10.101,      7927.324,         18643,       0,    1,                                        ,                                        ,                 H2O, 1753490910.92,         0.147,         1.145,        72.171,         0.001,        -0.008,         1.718,       208.948,         6.020,         4.657,        92.381,         0.724,       -11.259,       -0.0000,       -0.0000,    1,        43.812,         1,       3,       5,20250722_TristanCaro,       0,       1
   142,    P-2561,   2025/07/25 17:52:25,           1-03,       5,       -10.137,      7947.044,         18766,       0,    1,                                        ,                                        ,                 H2O, 1753491451.13,         0.154,         2.273,        77.085,         0.001,         0.044,         1.836,       209.687,         5.939,         4.746,        93.947,         0.723,       -11.109,       -0.0000,       -0.0000,    1,        43.875,         1,       3,       5,20250722_TristanCaro,       0,       1
   143,    P-2561,   2025/07/25 18:01:25,           1-03,       6,       -10.091,      7968.724,         18836,       0,    1,                                        ,                                        ,                 H2O, 1753491991.55,         0.142,         1.446,        69.620,         0.001,         0.024,         1.657,       210.323,         5.900,         4.727,        93.563,         0.724,       -11.399,        0.0000,        0.0000,    1,        43.875,         1,       3,       5,20250722_TristanCaro,       0,       1
   144,    P-2561,   2025/07/25 18:10:26,           1-03,       7,       -10.094,      7978.931,         18744,       0,    1,                                        ,                                        ,                 H2O, 1753492532.07,         0.133,         1.840,        72.928,         0.000,         0.034,         1.738,       209.732,         5.899,         4.690,        93.527,         0.723,       -11.340,       -0.0000,       -0.0000,    1,        43.812,         1,       3,       5,20250722_TristanCaro,       0,       1
   145,    P-2561,   2025/07/25 18:19:27,           1-03,       8,       -10.118,      7986.529,         18812,       0,    1,                                        ,                                        ,                 H2O, 1753493072.85,         0.154,         2.132,        72.858,         0.001,         0.044,         1.727,       210.322,         5.668,         4.710,        94.163,         0.723,       -11.462,       -0.0000,       -0.0000,    1,        43.812,         1,       3,       5,20250722_TristanCaro,       0,       1
