user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.LS.25	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035535295.1, s__VAYN01 sp035535295, 95.0, 90.65, 0.547; GCA_035558995.1, s__VAYN01 sp035558995, 95.0, 90.3, 0.471; GCA_025936755.1, s__VAYN01 sp025936755, 95.0, 90.25, 0.524; GCA_946479725.1, s__VAYN01 sp946479725, 95.0, 88.17, 0.35; GCA_035942135.1, s__VAYN01 sp035942135, 95.0, 88.1, 0.188; GCA_030860625.1, s__VAYN01 sp030860625, 95.0, 87.97, 0.171; GCA_035634815.1, s__VAYN01 sp035634815, 95.0, 87.81, 0.345; GCA_035473555.1, s__VAYN01 sp035473555, 95.0, 87.65, 0.385; GCA_036280195.1, s__VAYN01 sp036280195, 95.0, 87.59, 0.3; GCA_033856415.1, s__VAYN01 sp033856415, 95.0, 87.49, 0.356; GCA_035703365.1, s__VAYN01 sp035703365, 95.0, 87.47, 0.365; GCA_035712025.1, s__VAYN01 sp035712025, 95.0, 87.46, 0.357; GCA_035264245.1, s__VAYN01 sp035264245, 95.0, 87.41, 0.35; GCA_035719145.1, s__VAYN01 sp035719145, 95.0, 87.41, 0.184; GCA_035764245.1, s__VAYN01 sp035764245, 95.0, 87.35, 0.34; GCA_035318125.1, s__VAYN01 sp035318125, 95.0, 87.34, 0.211; GCA_030852475.1, s__VAYN01 sp030852475, 95.0, 87.29, 0.21; GCA_036260485.1, s__VAYN01 sp036260485, 95.0, 87.28, 0.346; GCA_035764545.1, s__VAYN01 sp035764545, 95.0, 87.14, 0.336; GCA_036376215.1, s__VAYN01 sp036376215, 95.0, 87.03, 0.341; GCA_035765335.1, s__VAYN01 sp035765335, 95.0, 87.0, 0.29; GCA_036280335.1, s__VAYN01 sp036280335, 95.0, 86.87, 0.208; GCA_035688955.1, s__VAYN01 sp035688955, 95.0, 86.8, 0.287; GCA_035474955.1, s__VAYN01 sp035474955, 95.0, 86.75, 0.272; GCA_035688825.1, s__VAYN01 sp035688825, 95.0, 86.74, 0.265; GCA_035760445.1, s__VAYN01 sp035760445, 95.0, 86.66, 0.29; GCA_036278095.1, s__VAYN01 sp036278095, 95.0, 86.58, 0.244; GCA_036374655.1, s__VAYN01 sp036374655, 95.0, 86.51, 0.31; GCA_036378275.1, s__VAYN01 sp036378275, 95.0, 86.29, 0.222; GCA_035266025.1, s__VAYN01 sp035266025, 95.0, 86.21, 0.32; GCA_035273795.1, s__VAYN01 sp035273795, 95.0, 86.17, 0.254; GCA_036524495.1, s__VAYN01 sp036524495, 95.0, 86.08, 0.26; GCA_005885405.1, s__VAYN01 sp005885405, 95.0, 86.06, 0.311; GCA_035940865.1, s__VAYN01 sp035940865, 95.0, 85.87, 0.24; GCA_036277955.1, s__VAYN01 sp036277955, 95.0, 85.82, 0.246; GCA_035712505.1, s__VAYN01 sp035712505, 95.0, 85.63, 0.168; GCA_035700965.1, s__VAYN01 sp035700965, 95.0, 85.57, 0.172; GCA_035708105.1, s__VAYN01 sp035708105, 95.0, 85.55, 0.205; GCA_035551255.1, s__VAYN01 sp035551255, 95.0, 85.39, 0.198; GCA_035760065.1, s__VAYN01 sp035760065, 95.0, 85.26, 0.208; GCA_035693065.1, s__VAYN01 sp035693065, 95.0, 85.25, 0.205; GCA_036519395.1, s__VAYN01 sp036519395, 95.0, 85.23, 0.206; GCA_035705945.1, s__VAYN01 sp035705945, 95.0, 85.16, 0.171	57.78	11	0.98132	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.LS.26	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium_C	GCF_018615055.1	95.53	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium_C	98.7	0.958	GCF_000832985.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	97.74	0.933	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__	taxonomic classification defined by topology and ANI	N/A	GCF_023824195.1, s__Priestia megaterium_D, 95.79, 97.37, 0.92; GCF_000956595.1, s__Priestia aryabhattai, 95.21, 96.07, 0.901; GCF_009497655.1, s__Priestia zanthoxyli, 95.6, 96.04, 0.895; GCF_023715685.1, s__Priestia aryabhattai_B, 95.0, 95.37, 0.875	77.7	11	N/A	N/A
bin.LS.27	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.7	11	0.984	N/A
bin.LS.28	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp035264425	GCA_035264425.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp035264425	96.88	0.546	GCA_035264425.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp035264425	96.88	0.546	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.25	11	N/A	N/A
bin.LS.29	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DASPLX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DASPLX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	40.53	11	0.9651	N/A
bin.LS.30	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035296905.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJP01;s__JAIBJP01 sp035296905	89.18	0.495	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_025935275.1, s__JAIBJP01 sp025935275, 95.0, 85.92, 0.237; GCA_035273885.1, s__JAIBJP01 sp035273885, 95.0, 85.85, 0.32; GCA_035698665.1, s__JAIBJP01 sp035698665, 95.0, 84.44, 0.231	55.78	11	0.98537	N/A
bin.LS.31	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	48.59	11	0.96097	N/A
bin.LS.32	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_035607135.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp035607135	91.62	0.414	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035273365.1, s__Palsa-1315 sp035273365, 95.0, 87.75, 0.245; GCA_036522375.1, s__Palsa-1315 sp036522375, 95.0, 86.69, 0.198; GCA_036004925.1, s__Palsa-1315 sp036004925, 95.0, 84.96, 0.155	69.96	11	0.98691	N/A
bin.LS.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.68	11	0.94999	N/A
bin.LS.5	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DATAEU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036257835.1	95.0	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DATAEU01;s__DATAEU01 sp036257835	84.66	0.2	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DATAEU01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	57.23	11	0.9577	N/A
bin.LS.6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.54	11	0.98327	N/A
bin.LS.7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.42	11	0.98432	N/A
bin.LS.9	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.94	11	0.98513	N/A
bin.LSP.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.16	11	0.95746	N/A
bin.LSP.12	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036271315.1, s__VRUE01 sp036271315, 95.0, 87.65, 0.329; GCA_035554595.1, s__VRUE01 sp035554595, 95.0, 87.06, 0.318; GCA_033856195.1, s__VRUE01 sp033856195, 95.0, 86.97, 0.299; GCA_035548675.1, s__VRUE01 sp035548675, 95.0, 85.75, 0.196; GCA_030152805.1, s__VRUE01 sp030152805, 95.0, 85.68, 0.25; GCA_033856275.1, s__VRUE01 sp033856275, 95.0, 85.67, 0.234; GCA_035549645.1, s__VRUE01 sp035549645, 95.0, 85.32, 0.2; GCA_035605695.1, s__VRUE01 sp035605695, 95.0, 85.26, 0.222; GCA_036269215.1, s__VRUE01 sp036269215, 95.0, 84.93, 0.218; GCA_035997045.1, s__VRUE01 sp035997045, 95.0, 84.91, 0.219; GCA_036496625.1, s__VRUE01 sp036496625, 95.0, 84.53, 0.164; GCA_036403515.1, s__VRUE01 sp036403515, 95.0, 84.5, 0.164	68.17	11	0.97387	N/A
bin.LSP.13	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	61.91	11	0.97137	N/A
bin.LSP.6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium ludwigii_A	GCA_037572515.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium ludwigii_A	99.39	0.955	GCA_037572515.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium ludwigii_A	99.39	0.955	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003935895.2, s__Scandinavium goeteborgense, 95.0, 94.77, 0.882; GCF_024764775.1, s__Scandinavium manionii, 95.0, 93.04, 0.805; GCF_024764835.1, s__Scandinavium hiltneri, 95.05, 92.79, 0.771; GCA_902706205.1, s__Scandinavium tedordense, 95.0, 91.64, 0.78; GCF_033843285.1, s__Scandinavium sp033843285, 95.0, 87.02, 0.504; GCA_036495715.1, s__Scandinavium sp036495715, 95.0, 85.88, 0.413; GCF_036271055.1, s__Scandinavium sp036271055, 95.0, 85.73, 0.407; GCF_900215375.1, s__Scandinavium sp900215375, 95.0, 85.07, 0.363; GCA_040750395.1, s__Scandinavium sp002470465, 95.0, 84.79, 0.34; GCA_014156375.1, s__Scandinavium sp014156375, 95.0, 84.27, 0.275; GCA_009668205.1, s__Scandinavium sp009668205, 95.0, 84.18, 0.266; GCF_036409475.1, s__Scandinavium sp036409475, 95.0, 83.98, 0.252	97.86	11	N/A	N/A
