user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
JSP__binette_bin25	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.34	11	0.91295	N/A
JSP__binette_bin26	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035535815.1	95.0	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__JAOUEA01 sp035535815	91.29	0.537	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	73.57	11	0.99245	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JSP__binette_bin28	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__SIBH01;g__JANNGC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__SIBH01;g__JANNGC01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.47	11	0.89934	N/A
JSP__binette_bin31	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_038237145.1, s__3-1-20CM-4-69-9 sp038237145, 95.0, 88.49, 0.407; GCA_036741295.1, s__3-1-20CM-4-69-9 sp036741295, 95.0, 85.78, 0.237; GCA_030854665.1, s__3-1-20CM-4-69-9 sp030854665, 95.0, 85.75, 0.233; GCA_041493175.1, s__3-1-20CM-4-69-9 sp041493175, 95.0, 85.42, 0.211; GCA_036393535.1, s__3-1-20CM-4-69-9 sp036393535, 95.0, 85.11, 0.235; GCA_030773975.1, s__3-1-20CM-4-69-9 sp030773975, 95.0, 83.91, 0.159	68.35	11	0.98398	N/A
JSP__binette_bin35	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_036502745.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__Udaeobacter sp036502745	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036525475.1, s__Udaeobacter sp036525475, 95.0, 87.82, 0.188; GCA_036494375.1, s__Udaeobacter sp036494375, 95.0, 86.74, 0.206; GCA_036002955.1, s__Udaeobacter sp036002955, 95.0, 86.44, 0.206; GCA_036488345.1, s__Udaeobacter sp036488345, 95.0, 86.42, 0.232	66.3	11	0.99088	N/A
JSP__binette_bin36	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_035995025.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola sp035995025	90.46	0.348	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_036555685.1, s__Actinophytocola sp036555685, 95.0, 88.1, 0.156	40.09	11	0.98835	N/A
JSP__binette_bin4	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.83	11	0.96477	N/A
JSP__binette_bin42	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	55.98	11	0.96052	N/A
JS__binette_bin1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.84	11	0.94826	N/A
JS__binette_bin10	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035279135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__CADEED01 sp035279135	85.71	0.352	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.17	11	0.9856	N/A
JS__binette_bin12	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.0	11	0.90263	N/A
JS__binette_bin13	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035540075.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp035540075	91.52	0.631	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036556505.1, s__JACDDX01 sp036556505, 95.0, 84.95, 0.268	77.7	11	0.98499	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JS__binette_bin14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.95	11	0.92218	N/A
JS__binette_bin19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	55.34	11	0.97436	N/A
JS__binette_bin2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__DASVNK01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__DASVNK01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.19	11	0.8895	N/A
JS__binette_bin20	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036265325.1, s__AC-51 sp036265325, 95.0, 85.37, 0.323; GCA_036007245.1, s__AC-51 sp036007245, 95.0, 84.97, 0.272	55.92	11	0.97788	N/A
JS__binette_bin3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036004505.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__CADEEJ01 sp036004505	92.0	0.685	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035277305.1, s__CADEEJ01 sp035277305, 95.0, 89.72, 0.556; GCA_035275585.1, s__CADEEJ01 sp035275585, 95.0, 86.86, 0.342; GCA_036555785.1, s__CADEEJ01 sp036555785, 95.0, 86.3, 0.319; GCA_035278165.1, s__CADEEJ01 sp035278165, 95.0, 84.75, 0.176; GCA_035606615.1, s__CADEEJ01 sp035606615, 95.0, 84.73, 0.174; GCA_035275145.1, s__CADEEJ01 sp035275145, 95.0, 84.48, 0.154; GCA_035493235.1, s__CADEEJ01 sp035493235, 95.0, 84.14, 0.151	60.29	11	0.99013	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JS__binette_bin30	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	44.56	11	0.84405	N/A
JS__binette_bin32	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.73	11	0.97787	Genome has more than 11.7% of markers with multiple hits
JS__binette_bin4	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__JBGPBY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__JBGPBY01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.62	11	0.90759	N/A
JS__binette_bin5	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEYTB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEYTB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.02	11	0.91994	N/A
JS__binette_bin6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.19	11	0.9607	N/A
JS__binette_bin7	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__	N/A	N/A	N/A	N/A	N/A	GCA_036561285.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__CF-46 sp036561285	87.25	0.185	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.13	11	0.97	N/A
JS__binette_bin8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__	N/A	N/A	N/A	N/A	N/A	GCF_016862955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__Rhizocola hellebori	85.81	0.233	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.1	11	0.99091	N/A
JS__binette_bin9	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036007245.1, s__AC-51 sp036007245, 95.0, 84.28, 0.208; GCA_036265325.1, s__AC-51 sp036265325, 95.0, 84.15, 0.224	68.25	11	0.9783	N/A
LRP__binette_bin14	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.85	11	0.97109	N/A
LRP__binette_bin15	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035759945.1, s__JACDBZ01 sp035759945, 95.0, 87.12, 0.219; GCA_036380955.1, s__JACDBZ01 sp036380955, 95.0, 86.99, 0.193; GCA_035697845.1, s__JACDBZ01 sp025937535, 95.0, 86.88, 0.19	71.05	11	0.96124	N/A
LRP__binette_bin17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	56.75	11	0.96288	N/A
LRP__binette_bin2	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036258075.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__JAICJC01 sp036258075	86.88	0.412	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035456145.1, s__JAICJC01 sp035456145, 95.0, 85.53, 0.245; GCA_025927685.1, s__JAICJC01 sp025927685, 95.0, 85.29, 0.319	84.05	11	0.97172	N/A
LRP__binette_bin21	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	40.11	11	0.97659	N/A
LRP__binette_bin22	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036265635.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp036265635	88.83	0.242	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.46	11	0.98147	N/A
LRP__binette_bin29	d__Bacteria;p__Planctomycetota;c__MHYJ01;o__MHYJ01;f__JACPRB01;g__JACQFK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__MHYJ01;o__MHYJ01;f__JACPRB01;g__JACQFK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.54	11	0.94436	N/A
LRP__binette_bin35	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	N/A	N/A	N/A	N/A	N/A	GCA_021154325.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__AG2 sp021154325	92.9	0.354	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.74	11	0.99203	Genome has more than 13.3% of markers with multiple hits
LRP__binette_bin4	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.66	11	0.96475	N/A
LRP__binette_bin7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__	N/A	N/A	N/A	N/A	N/A	GCA_036383935.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__AG11 sp036383935	88.29	0.354	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019510405.1, s__AG11 sp019510405, 95.0, 88.0, 0.35	61.06	11	0.9855	N/A
LRP__binette_bin9	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_035607135.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp035607135	92.03	0.387	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035273365.1, s__Palsa-1315 sp035273365, 95.0, 88.88, 0.23	73.01	11	0.98699	N/A
LR__binette_bin1	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036556325.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__DASSCW01 sp036556325	88.25	0.513	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035701185.1, s__DASSCW01 sp035701185, 95.0, 86.14, 0.388	86.16	11	0.98671	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LR__binette_bin13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035689325.1, s__SCGC-AG-212-J23 sp035689325, 95.0, 88.02, 0.343; GCA_035631735.1, s__SCGC-AG-212-J23 sp035631735, 95.0, 87.97, 0.239; GCA_005883675.1, s__SCGC-AG-212-J23 sp005883675, 95.0, 87.14, 0.278; GCA_035652275.1, s__SCGC-AG-212-J23 sp035652275, 95.0, 87.04, 0.288	76.29	11	0.9792	N/A
LR__binette_bin14	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BD;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BD;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.46	11	0.94913	N/A
LR__binette_bin18	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.58	11	0.95208	N/A
LR__binette_bin19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.57	11	0.9669	N/A
LR__binette_bin21	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.64	11	0.98117	N/A
LR__binette_bin22	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	51.67	11	0.98337	N/A
LR__binette_bin24	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	54.75	11	0.96691	N/A
LR__binette_bin27	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.45	11	0.9752	N/A
LR__binette_bin28	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp021154745	GCA_021154745.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp021154745	96.83	0.571	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_035649695.1, s__Mycobacterium sp035649695, 95.0, 85.35, 0.152	N/A	N/A	N/A	N/A
LR__binette_bin3	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.69	11	0.96368	N/A
LR__binette_bin31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009674485.1, s__Pseudoduganella rivuli, 95.0, 87.54, 0.245; GCF_009720865.1, s__Pseudoduganella ginsengisoli, 95.0, 86.69, 0.159	49.27	11	0.98347	N/A
