localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2024-11-13 04:00:00\r\n',43.9,0,278.4370079,60.5,0,0.001231563
2024-11-13 04:15:00\r\n',43.9,3,295.3976378,60,0,0.001345614
2024-11-13 04:30:00\r\n',43.3,1,288.3307087,61,0,0.001488153
2024-11-13 04:45:00\r\n',42.9,0,305.2913386,62,0,0.001518013
2024-11-13 05:00:00\r\n',43.8,0,305.2913386,59.5,0,0.001518013
2024-11-13 05:15:00\r\n',42.7,0,298.2244094,60.5,0,0.001518013
2024-11-13 05:30:00\r\n',42.9,3,277.023622,60,0,0.001629095
2024-11-13 05:45:00\r\n',44.5,2,293.984252,57,0,0.001806978
2024-11-13 06:00:00\r\n',42.4,0,293.984252,59.5,0,0.001887182
2024-11-13 06:15:00\r\n',42.7,2,293.984252,60,0,0.001970207
2024-11-13 06:30:00\r\n',45.1,1,284.0905512,54,0,0.00217492
2024-11-13 06:45:00\r\n',45,0,288.3307087,52.5,0,0.002378868
2024-11-13 07:00:00\r\n',44.7,2,293.984252,52,0,0.002765758
2024-11-13 07:15:00\r\n',47,0,293.984252,45.5,0,0.003272087
2024-11-13 07:30:00\r\n',49.4,3,7.066929134,44.5,0,0.004972657
2024-11-13 07:45:00\r\n',47.3,0,7.066929134,52,0,0.008850017
2024-11-13 08:00:00\r\n',50.2,0,7.066929134,53,0,0.014483261
2024-11-13 08:15:00\r\n',50.7,1,7.066929134,54.5,0,0.021380681
2024-11-13 08:30:00\r\n',52.8,0,7.066929134,46,0,0.029430258
2024-11-13 08:45:00\r\n',54.4,1,7.066929134,45,0,0.038709548
2024-11-13 09:00:00\r\n',56.2,1,7.066929134,44,0,0.049250164
2024-11-13 09:15:00\r\n',58,2,7.066929134,43,0,0.06083735
2024-11-13 09:30:00\r\n',59.2,2,7.066929134,32,0,0.073390403
2024-11-13 09:45:00\r\n',62,3,7.066929134,31,0,0.086936489
2024-11-13 10:15:00\r\n',63.9,3,7.066929134,25,0,0.116545193
2024-11-13 10:30:00\r\n',65,3,80.56299213,25.5,0,0.132494247
2024-11-13 10:45:00\r\n',66.6,2,128.6181102,25.5,0,0.14925217
2024-11-13 11:00:00\r\n',68,3,254.4094488,28,0,0.166581058
2024-11-13 11:15:00\r\n',67.8,8,346.2795276,27.5,0,0.183438706
2024-11-13 11:30:00\r\n',66.7,10,7.066929134,28,0,0.199479307
2024-11-13 11:45:00\r\n',66.9,8,7.066929134,26,0,0.215433915
2024-11-13 12:15:00\r\n',68.8,8,7.066929134,26.5,0,0.247940729
2024-11-13 12:30:00\r\n',67.8,12,7.066929134,26.5,0,0.263669587
2024-11-13 12:45:00\r\n',67.7,3,7.066929134,27,0,0.279387857
2024-11-13 13:00:00\r\n',66.4,11,7.066929134,29.5,0,0.294543793
2024-11-13 13:15:00\r\n',64.2,5,7.066929134,33.5,0,0.308537715
2024-11-13 13:30:00\r\n',64.1,10,7.066929134,34,0,0.321757465
2024-11-13 13:45:00\r\n',63.9,7,7.066929134,36,0,0.334192166
2024-11-13 14:00:00\r\n',63.2,11,7.066929134,40,0,0.345736993
2024-11-13 14:15:00\r\n',62.4,7,7.066929134,43.5,0,0.356300903
2024-11-13 14:30:00\r\n',62,7,7.066929134,45.5,0,0.366202218
2024-11-13 14:45:00\r\n',60.1,6,7.066929134,52,0,0.375044518
2024-11-13 15:00:00\r\n',59.4,6,7.066929134,55.5,0,0.382761496
2024-11-13 15:15:00\r\n',58.4,7,7.066929134,60.5,0,0.389348568
2024-11-13 15:30:00\r\n',57.7,6,7.066929134,61.5,0,0.394603541
2024-11-13 15:45:00\r\n',56.8,2,7.066929134,66,0,0.397450709
2024-11-13 16:00:00\r\n',56.4,5,7.066929134,64.5,0,0.398538324
2024-11-13 16:15:00\r\n',55.6,8,7.066929134,66.5,0,0.39973529
2024-11-13 16:30:00\r\n',54.9,3,7.066929134,65,0,0.400774477
2024-11-13 16:45:00\r\n',55.1,7,7.066929134,63.5,0,0.401699578
2024-11-13 17:00:00\r\n',54.9,9,7.066929134,64.5,0,0.402717784
2024-11-13 17:15:00\r\n',55,10,7.066929134,67.5,0,0.403696962
2024-11-13 17:30:00\r\n',54.9,16,7.066929134,68,0,0.40474846
2024-11-13 17:45:00\r\n',54.7,4,7.066929134,71,0,0.405607189
2024-11-13 18:00:00\r\n',54.8,10,7.066929134,72,0,0.406276467
2024-11-13 18:15:00\r\n',54.6,7,7.066929134,70.5,0,0.407023852
2024-11-13 18:30:00\r\n',54.9,7,7.066929134,68,0,0.407735621
2024-11-13 18:45:00\r\n',54.9,7,7.066929134,68,0,0.408473052
2024-11-13 19:00:00\r\n',54.9,14,7.066929134,65.5,0,0.409425179
2024-11-13 19:15:00\r\n',55.9,8,7.066929134,58,0,0.410542507
2024-11-13 19:30:00\r\n',56.3,7,7.066929134,55.5,0,0.411556241
2024-11-13 19:45:00\r\n',56.2,7,7.066929134,56,0,0.412551405
2024-11-13 20:00:00\r\n',55.5,1,7.066929134,58,0,0.41324192
2024-11-13 20:15:00\r\n',54.9,6,7.066929134,61,0,0.413846036
2024-11-13 20:30:00\r\n',55.4,5,7.066929134,60.5,0,0.414609719
2024-11-13 20:45:00\r\n',55.1,5,7.066929134,61,0,0.41533343
2024-11-13 21:00:00\r\n',54.8,5,7.066929134,61.5,0,0.416045962
2024-11-13 21:15:00\r\n',54.7,3,7.066929134,63,0,0.41665856
2024-11-13 21:30:00\r\n',55.1,4,7.066929134,65.5,0,0.417206413
2024-11-13 21:45:00\r\n',56,4,7.066929134,67,0,0.417776696
2024-11-13 22:00:00\r\n',55.8,1,7.066929134,68.5,0,0.418213022
2024-11-13 22:15:00\r\n',55.4,7,7.066929134,69,0,0.41875227
2024-11-13 22:30:00\r\n',55.6,4,7.066929134,69.5,0,0.419384057
2024-11-13 22:45:00\r\n',55.7,6,7.066929134,69.5,0,0.419981546
2024-11-13 23:00:00\r\n',55.7,9,7.066929134,70.5,0,0.420718722
2024-11-13 23:15:00\r\n',55.3,5,7.066929134,72,0,0.421401953
2024-11-13 23:30:00\r\n',54.1,0,7.066929134,73.5,0,0.42178832
2024-11-13 23:45:00\r\n',53.4,1,7.066929134,77,0,0.42201323
2024-11-14 00:00:00\r\n',53.7,4,7.066929134,78.5,0,0.000338687
2024-11-14 00:15:00\r\n',54.4,1,7.066929134,78.5,0,0.000673392
2024-11-14 00:30:00\r\n',53.6,1,7.066929134,79,0,0.000923867
2024-11-14 00:45:00\r\n',53.5,2,7.066929134,81,0,0.001195248
2024-11-14 01:00:00\r\n',54.4,4,7.066929134,81,0,0.001530492
2024-11-14 01:15:00\r\n',54.6,13,7.066929134,81.5,0,0.001739263
2024-11-14 01:30:00\r\n',54.7,13,7.066929134,81.5,0,0.001982252
2024-11-14 01:45:00\r\n',54.4,7,7.066929134,83,0,0.002193604
2024-11-14 02:00:00\r\n',54.1,6,7.066929134,85,0,0.002348499
2024-11-14 02:15:00\r\n',54.1,5,7.066929134,85,0,0.002480151
2024-11-14 02:30:00\r\n',53.9,6,7.066929134,86,0,0.002606832
2024-11-14 02:45:00\r\n',53.9,5,7.066929134,86.5,0,0.002726256
2024-11-14 03:00:00\r\n',54,2,7.066929134,86.5,0,0.002813527
2024-11-14 03:15:00\r\n',54.1,4,7.066929134,86.5,0,0.002891321
2024-11-14 03:30:00\r\n',54.2,2,7.066929134,87,0,0.002967674
2024-11-14 03:45:00\r\n',54.1,3,7.066929134,87.5,0,0.003030443
2024-11-14 04:00:00\r\n',54.1,4,7.066929134,87.5,0,0.003110852
2024-11-14 04:15:00\r\n',54.1,2,7.066929134,87.5,0,0.003182237
2024-11-14 04:30:00\r\n',54,4,7.066929134,88,0,0.003251914
2024-11-14 04:45:00\r\n',53.8,3,7.066929134,88.5,0,0.003326571
2024-11-14 05:00:00\r\n',53.5,5,7.066929134,88.5,0,0.003406382
2024-11-14 05:15:00\r\n',53.1,4,7.066929134,88.5,0,0.003492084
2024-11-14 05:30:00\r\n',52.7,4,7.066929134,89,0,0.003568514
2024-11-14 05:45:00\r\n',52.6,9,7.066929134,89,0,0.003668418
2024-11-14 06:00:00\r\n',52.3,8,7.066929134,89.5,0,0.003779016
2024-11-14 06:15:00\r\n',52,6,7.066929134,89.5,0,0.003881364
2024-11-14 06:30:00\r\n',51.7,4,7.066929134,89.5,0,0.004044367
2024-11-14 06:45:00\r\n',51.6,6,7.066929134,90,0,0.004284183
2024-11-14 07:00:00\r\n',51.8,5,7.066929134,89,0,0.004679208
2024-11-14 07:15:00\r\n',52.1,5,7.066929134,88.5,0,0.005225571
2024-11-14 07:30:00\r\n',52.9,4,7.066929134,87.5,0,0.006759078
2024-11-14 07:45:00\r\n',53.4,5,7.066929134,86,0,0.010176872
2024-11-14 08:00:00\r\n',53.7,4,7.066929134,85,0,0.014639392
2024-11-14 08:15:00\r\n',53.9,5,7.066929134,84,0,0.020058068
2024-11-14 08:30:00\r\n',54.7,3,7.066929134,82,0,0.026515942
2024-11-14 08:45:00\r\n',55.7,7,7.066929134,79,0,0.03379509
2024-11-14 09:00:00\r\n',56.8,4,7.066929134,75.5,0,0.041989319
2024-11-14 09:15:00\r\n',57.6,6,7.066929134,69.5,0,0.051245606
2024-11-14 09:30:00\r\n',57.3,6,7.066929134,70,0,0.061041515
2024-11-14 10:00:00\r\n',58.7,10,7.066929134,64,0,0.081757375
2024-11-14 10:15:00\r\n',59.1,2,7.066929134,65,0,0.093616064
2024-11-14 10:30:00\r\n',60.5,9,7.066929134,62.5,0,0.106216334
2024-11-14 10:45:00\r\n',61.3,2,7.066929134,60,0,0.119419664
2024-11-14 11:00:00\r\n',62,4,7.066929134,58,0,0.133930749
2024-11-14 11:15:00\r\n',64.2,6,7.066929134,53.5,0,0.148339302
2024-11-14 11:30:00\r\n',63.3,14,7.066929134,54.5,0,0.161738822
2024-11-14 11:45:00\r\n',61.8,16,7.066929134,58.5,0,0.173802121
2024-11-14 12:00:00\r\n',61.3,12,7.066929134,61.5,0,0.185631124
2024-11-14 12:15:00\r\n',61.1,5,7.066929134,64,0,0.198428877
2024-11-14 12:30:00\r\n',62.5,5,7.066929134,61.5,0,0.212140269
2024-11-14 12:45:00\r\n',62.8,9,7.066929134,60.5,0,0.225146613
2024-11-14 13:00:00\r\n',62.6,14,7.066929134,59.5,0,0.236806018
2024-11-14 13:15:00\r\n',61.6,8,7.066929134,62,0,0.248005405
2024-11-14 13:30:00\r\n',58.8,10,7.066929134,70.5,0,0.258602175
2024-11-14 13:45:00\r\n',57.8,9,7.066929134,74,0,0.268094792
2024-11-14 14:00:00\r\n',56.8,17,7.066929134,76,0,0.276166584
2024-11-14 14:15:00\r\n',56.6,9,7.066929134,75.5,0,0.283556271
2024-11-14 14:45:00\r\n',57.4,9,7.066929134,69,0,0.297819562
2024-11-14 15:00:00\r\n',56.9,4,7.066929134,71.5,0,0.304195212
2024-11-14 15:15:00\r\n',56.6,6,7.066929134,71.5,0,0.309810452
2024-11-14 15:30:00\r\n',56.4,9,7.066929134,71,0,0.313496754
2024-11-14 16:00:00\r\n',54.3,6,7.066929134,80,0,0.316538216
2024-11-14 16:15:00\r\n',53.7,13,7.066929134,82.5,0,0.317181863
2024-11-14 16:30:00\r\n',53.3,9,7.066929134,84.5,0,0.31766372
2024-11-14 16:45:00\r\n',53.1,12,7.066929134,85,0,0.317810979
2024-11-14 17:00:00\r\n',52.9,6,7.066929134,85.5,0,0.317899579
2024-11-14 17:15:00\r\n',52.7,2,7.066929134,85.5,0,0.317899579
2024-11-14 17:30:00\r\n',52.4,6,7.066929134,86.5,0,0.317899579
2024-11-14 17:45:00\r\n',52.5,11,7.066929134,87,0,0.317929356
2024-11-14 17:46:00\r\n',,,,,0,0.317929356
2024-11-14 18:00:00\r\n',52.4,5,7.066929134,87.5,0,0.317929356
2024-11-14 18:15:00\r\n',52.3,8,7.066929134,87.5,0,0.317970678
2024-11-14 18:30:00\r\n',52.3,2,7.066929134,87.5,0,0.317985972
2024-11-14 18:45:00\r\n',52.3,9,7.066929134,87.5,0,0.318010698
2024-11-14 19:00:00\r\n',52.4,6,7.066929134,86.5,0,0.318070983
2024-11-14 19:15:00\r\n',52.3,6,7.066929134,87.5,0,0.318108867
2024-11-14 19:30:00\r\n',52.2,5,7.066929134,88,0,0.318131394
2024-11-14 19:45:00\r\n',52.4,2,7.066929134,87.5,0,0.318131394
2024-11-14 20:00:00\r\n',52.4,12,7.066929134,87,0,0.318182502
2024-11-14 20:15:00\r\n',52.4,6,7.066929134,86.5,0,0.318263392
2024-11-14 20:30:00\r\n',52.4,1,7.066929134,86,0,0.318263392
2024-11-14 20:45:00\r\n',52.4,8,7.066929134,86.5,0,0.318277913
2024-11-14 21:00:00\r\n',52.6,2,7.066929134,86.5,0,0.318301566
2024-11-14 21:15:00\r\n',52.6,6,7.066929134,87,0,0.318301566
2024-11-14 21:30:00\r\n',52.4,9,7.066929134,87.5,0,0.318359701
2024-11-14 21:45:00\r\n',52.2,8,7.066929134,87.5,0,0.318426867
2024-11-14 22:00:00\r\n',52.1,13,7.066929134,87.5,0,0.31851303
2024-11-14 22:15:00\r\n',52.1,6,7.066929134,87.5,0,0.318590016
2024-11-14 22:30:00\r\n',52.1,9,7.066929134,88,0,0.318642302
2024-11-14 22:45:00\r\n',52.1,16,7.066929134,88,0,0.318737323
2024-11-14 23:00:00\r\n',52.1,8,7.066929134,88,0,0.318828987
2024-11-14 23:15:00\r\n',52,10,7.066929134,87.5,0,0.318898188
2024-11-14 23:30:00\r\n',51.9,9,7.066929134,88,0,0.318972037
2024-11-14 23:45:00\r\n',51.9,9,7.066929134,88.5,0,0.319035535
2024-11-15 00:00:00\r\n',51.9,4,7.066929134,88.5,0,3.13E-05
2024-11-15 00:15:00\r\n',51.8,11,7.066929134,89,0,7.32E-05
2024-11-15 00:30:00\r\n',51.7,4,7.066929134,89,0,0.000112534
2024-11-15 00:45:00\r\n',51.7,7,7.066929134,89.5,0,0.000121717
2024-11-15 01:00:00\r\n',51.5,4,7.066929134,89,0,0.000130796
2024-11-15 01:15:00\r\n',51.5,3,7.066929134,88.5,0,0.000197758
2024-11-15 01:30:00\r\n',51.4,2,7.066929134,88,0,0.000251202
2024-11-15 01:45:00\r\n',51.4,12,7.066929134,88,0,0.000361238
2024-11-15 02:00:00\r\n',51.4,6,7.066929134,87.5,0,0.000487456
2024-11-15 02:15:00\r\n',51.2,1,7.066929134,87,0,0.000564169
2024-11-15 02:30:00\r\n',51,6,7.066929134,87,0,0.000642171
2024-11-15 02:45:00\r\n',50.9,6,7.066929134,87,0,0.000751398
2024-11-15 03:00:00\r\n',51.1,4,7.066929134,87,0,0.000849972
2024-11-15 03:15:00\r\n',50.9,2,7.066929134,86.5,0,0.000920716
2024-11-15 03:30:00\r\n',50.7,6,7.066929134,85.5,0,0.001012941
2024-11-15 03:45:00\r\n',50.9,10,7.066929134,85.5,0,0.00115352
2024-11-15 04:00:00\r\n',51.1,11,7.066929134,86.5,0,0.0013059
2024-11-15 04:15:00\r\n',50.9,3,7.066929134,87,0,0.001426732
2024-11-15 04:30:00\r\n',50.8,10,7.066929134,87,0,0.001540357
2024-11-15 04:45:00\r\n',50.6,3,7.066929134,87,0,0.001653514
2024-11-15 05:00:00\r\n',50.5,6,7.066929134,87,0,0.001744789
2024-11-15 05:15:00\r\n',50.4,5,7.066929134,87.5,0,0.00184537
2024-11-15 05:30:00\r\n',50.3,5,7.066929134,88,0,0.001936231
2024-11-15 05:45:00\r\n',49.9,1,7.066929134,87,0,0.002000963
2024-11-15 06:00:00\r\n',50,3,7.066929134,86,0,0.002050568
2024-11-15 06:15:00\r\n',50,1,7.066929134,86,0,0.002102469
2024-11-15 06:30:00\r\n',50.1,2,7.066929134,85.5,0,0.002174537
2024-11-15 06:45:00\r\n',50,4,7.066929134,85.5,0,0.002370496
2024-11-15 07:00:00\r\n',49.8,4,7.066929134,84,0,0.002750212
2024-11-15 07:15:00\r\n',50.1,2,7.066929134,84,0,0.003478787
2024-11-15 07:30:00\r\n',50.1,8,7.066929134,84,0,0.004482873
2024-11-15 07:45:00\r\n',49.4,2,7.066929134,86.5,0,0.005340497
2024-11-15 08:00:00\r\n',49.3,9,7.066929134,87,0,0.007806341
2024-11-15 08:15:00\r\n',50.9,8,7.066929134,83,0,0.011607393
2024-11-15 08:30:00\r\n',51.1,3,7.066929134,82,0,0.015292837
2024-11-15 08:45:00\r\n',51.8,3,7.066929134,80,0,0.018680645
2024-11-15 09:00:00\r\n',52.5,6,7.066929134,77,0,0.02473537
2024-11-15 09:15:00\r\n',49.2,4,7.066929134,83,0.02,0.030422887
2024-11-15 09:30:00\r\n',49.9,1,7.066929134,85,0.02,0.036612424
2024-11-15 09:45:00\r\n',51.4,3,7.066929134,80.5,0.02,0.047816734
2024-11-15 10:00:00\r\n',51.5,7,7.066929134,80.5,0.02,0.055256103
2024-11-15 10:15:00\r\n',51.9,10,7.066929134,81.5,0.02,0.058654458
2024-11-15 10:30:00\r\n',52.5,4,7.066929134,79,0.02,0.063700366
2024-11-15 10:45:00\r\n',52.5,8,7.066929134,75.5,0.02,0.068106746
2024-11-15 11:00:00\r\n',54.6,5,7.066929134,70.5,0.02,0.073173006
2024-11-15 11:15:00\r\n',54.1,4,7.066929134,73.5,0.02,0.079934246
2024-11-15 11:30:00\r\n',54.4,8,7.066929134,68.5,0.02,0.083807437
2024-11-15 11:45:00\r\n',54.6,14,7.066929134,68.5,0.02,0.091213382
2024-11-15 12:00:00\r\n',54.9,6,7.066929134,66,0.02,0.103276601
2024-11-15 12:15:00\r\n',54.7,12,7.066929134,64.5,0.02,0.115675868
2024-11-15 12:30:00\r\n',54.6,11,7.066929134,64,0.02,0.12360867
2024-11-15 12:45:00\r\n',54.1,4,7.066929134,65,0.02,0.131341414
2024-11-15 13:00:00\r\n',54.2,13,7.066929134,66.5,0.02,0.142198487
2024-11-15 13:15:00\r\n',54.4,9,7.066929134,65.5,0.02,0.152302051
2024-11-15 13:30:00\r\n',54.1,3,7.066929134,66.5,0.02,0.163303998
2024-11-15 13:45:00\r\n',53.7,19,7.066929134,66,0.02,0.172655984
2024-11-15 14:00:00\r\n',54,15,7.066929134,69.5,0.02,0.181133462
2024-11-15 14:15:00\r\n',54.6,5,7.066929134,70,0.02,0.191669738
2024-11-15 14:30:00\r\n',54.5,9,7.066929134,70,0.02,0.202697713
2024-11-15 14:45:00\r\n',54.1,18,7.066929134,70.5,0.02,0.211074309
2024-11-15 15:00:00\r\n',53.4,22,7.066929134,69,0.02,0.215639369
2024-11-15 15:15:00\r\n',52.2,8,7.066929134,70.5,0.02,0.21789518
2024-11-15 15:30:00\r\n',52.2,8,7.066929134,71.5,0.02,0.220056978
2024-11-15 15:45:00\r\n',51.7,5,7.066929134,73,0.02,0.221700492
2024-11-15 16:00:00\r\n',51.4,9,7.066929134,74.5,0.02,0.222995095
2024-11-15 16:15:00\r\n',50.9,4,7.066929134,75.5,0.02,0.22393097
2024-11-15 16:30:00\r\n',50.6,7,7.066929134,76.5,0.02,0.224646335
2024-11-15 16:45:00\r\n',50.3,5,7.066929134,77.5,0.02,0.225161788
2024-11-15 17:00:00\r\n',50.2,8,7.066929134,78.5,0.02,0.225356443
2024-11-15 17:15:00\r\n',50.3,10,7.066929134,80,0.02,0.225544005
2024-11-15 17:30:00\r\n',50.1,9,7.066929134,80,0.02,0.225720992
2024-11-15 17:45:00\r\n',50.1,10,7.066929134,79.5,0.02,0.225896194
2024-11-15 18:00:00\r\n',50.1,9,7.066929134,80,0.02,0.226071396
2024-11-15 18:15:00\r\n',49.9,13,7.066929134,80,0.02,0.226257914
2024-11-15 18:30:00\r\n',49.8,14,7.066929134,79.5,0.02,0.226465328
2024-11-15 18:45:00\r\n',49.8,8,7.066929134,80,0.02,0.226653421
2024-11-15 19:00:00\r\n',49.8,4,7.066929134,79.5,0.02,0.226778206
2024-11-15 19:15:00\r\n',49.7,2,7.066929134,80.5,0.02,0.226826702
2024-11-15 19:30:00\r\n',49.5,3,7.066929134,81.5,0.02,0.226852187
2024-11-15 19:45:00\r\n',49.5,7,7.066929134,81.5,0.02,0.226942554
2024-11-15 20:00:00\r\n',49.7,3,322.2519685,80.5,0.02,0.227037041
2024-11-15 20:15:00\r\n',49.6,9,344.8661417,80,0.02,0.227157042
2024-11-15 20:30:00\r\n',49.7,8,265.7165354,80,0.02,0.22731603
2024-11-15 20:45:00\r\n',49.5,6,301.0511811,80.5,0.02,0.227452224
2024-11-15 21:00:00\r\n',49.4,8,334.9724409,81.5,0.02,0.227581024
2024-11-15 21:15:00\r\n',49,6,316.5984252,83,0.02,0.227697626
2024-11-15 21:30:00\r\n',48.6,4,334.9724409,84,0.02,0.227771007
2024-11-15 21:45:00\r\n',48.3,5,343.4527559,85.5,0.02,0.227825202
2024-11-15 22:00:00\r\n',48,5,301.0511811,86.5,0.02,0.227878557
2024-11-15 22:15:00\r\n',47.8,4,7.066929134,87,0.02,0.227917856
2024-11-15 22:30:00\r\n',47.5,6,340.6259843,86,0.02,0.22796665
2024-11-15 22:45:00\r\n',47.3,2,349.1062992,85,0.02,0.22800438
2024-11-15 23:00:00\r\n',46.9,4,333.5590551,84.5,0.02,0.22802347
2024-11-15 23:15:00\r\n',46.9,7,7.066929134,83,0.02,0.228098916
2024-11-15 23:30:00\r\n',46.4,6,337.7992126,81.5,0.02,0.228200059
2024-11-15 23:45:00\r\n',46.5,7,323.6653543,81.5,0.02,0.22830661
2024-11-16 00:00:00\r\n',46.1,4,344.8661417,80,0,9.62E-05
2024-11-16 00:15:00\r\n',46.1,8,337.7992126,78,0,0.000213522
2024-11-16 00:30:00\r\n',46,7,316.5984252,77.5,0,0.00036332
2024-11-16 00:45:00\r\n',46.1,10,319.4251969,77.5,0,0.000527868
2024-11-16 01:00:00\r\n',46,4,308.1181102,77,0,0.000674726
2024-11-16 01:15:00\r\n',45.8,4,316.5984252,77,0,0.000812939
2024-11-16 01:30:00\r\n',45.5,5,319.4251969,77.5,0,0.000958491
2024-11-16 01:45:00\r\n',45.1,7,313.7716535,78.5,0,0.001120707
2024-11-16 02:00:00\r\n',44.9,3,7.066929134,78,0,0.001265365
2024-11-16 02:15:00\r\n',44.6,3,306.7047244,78,0,0.001371166
2024-11-16 02:30:00\r\n',44.9,7,299.6377953,77,0,0.001520006
2024-11-16 02:45:00\r\n',45.3,8,285.503937,76,0,0.001711169
2024-11-16 03:00:00\r\n',46.2,18,315.1850394,74,0,0.001963599
2024-11-16 03:15:00\r\n',46.4,10,318.011811,73,0,0.002241833
2024-11-16 03:30:00\r\n',46.1,8,299.6377953,73.5,0,0.002484803
2024-11-16 03:45:00\r\n',46.2,12,315.1850394,74,0,0.002731722
2024-11-16 04:00:00\r\n',46.4,8,288.3307087,74,0,0.002977357
2024-11-16 04:15:00\r\n',46.2,3,346.2795276,74,0,0.003167316
2024-11-16 04:30:00\r\n',46.3,6,14.13385827,73.5,0,0.003339172
2024-11-16 04:45:00\r\n',46.5,5,308.1181102,73,0,0.00353535
2024-11-16 05:00:00\r\n',46.3,5,329.3188976,73,0,0.003723748
2024-11-16 05:15:00\r\n',46.4,1,25.44094488,73.5,0,0.003859736
2024-11-16 05:30:00\r\n',46,8,332.1456693,74,0,0.004031359
2024-11-16 05:45:00\r\n',46.1,2,281.2637795,73.5,0,0.004212575
2024-11-16 06:00:00\r\n',45.8,5,329.3188976,74.5,0,0.004357403
2024-11-16 06:15:00\r\n',45.7,7,330.7322835,75,0,0.004551458
2024-11-16 06:30:00\r\n',46,3,16.96062992,73.5,0,0.004869243
2024-11-16 06:45:00\r\n',46,4,14.13385827,73.5,0,0.005197367
2024-11-16 07:00:00\r\n',45.8,3,329.3188976,74,0,0.005646255
2024-11-16 07:15:00\r\n',46.1,4,340.6259843,73.5,0,0.006219281
2024-11-16 07:30:00\r\n',46.7,5,7.066929134,72.5,0,0.007678452
2024-11-16 07:45:00\r\n',47.2,10,7.066929134,71,0,0.01062614
2024-11-16 08:00:00\r\n',47.3,7,7.066929134,71,0,0.014360852
2024-11-16 08:15:00\r\n',47.9,11,7.066929134,69.5,0,0.018830282
2024-11-16 08:30:00\r\n',48.1,11,7.066929134,69.5,0,0.023832791
2024-11-16 08:45:00\r\n',49.6,7,7.066929134,67,0,0.029846277
2024-11-16 09:00:00\r\n',50.8,8,7.066929134,65.5,0,0.036951945
2024-11-16 09:15:00\r\n',51,7,7.066929134,65,0,0.04481424
2024-11-16 09:30:00\r\n',53.6,4,7.066929134,59.5,0,0.053997041
2024-11-16 09:45:00\r\n',55.2,4,7.066929134,55.5,0,0.064643295
2024-11-16 10:00:00\r\n',54.9,9,7.066929134,55.5,0,0.075360576
2024-11-16 10:15:00\r\n',56.7,5,7.066929134,48,0,0.086630692
2024-11-16 10:30:00\r\n',57.6,4,7.066929134,45,0,0.099327094
2024-11-16 10:45:00\r\n',56.8,14,7.066929134,45,0,0.111233077
2024-11-16 11:00:00\r\n',57.6,10,7.066929134,44,0,0.122762561
2024-11-16 11:15:00\r\n',58,8,7.066929134,43,0,0.13523709
2024-11-16 11:30:00\r\n',57.7,11,7.066929134,45.5,0,0.147610229
2024-11-16 11:45:00\r\n',58.7,7,7.066929134,43,0,0.160174527
2024-11-16 12:00:00\r\n',57.7,4,7.066929134,45,0,0.173655036
2024-11-16 12:15:00\r\n',58.7,13,7.066929134,44,0,0.186234291
2024-11-16 12:30:00\r\n',59.5,11,7.066929134,45.5,0,0.198047659
2024-11-16 12:45:00\r\n',58.9,1,7.066929134,47,0,0.210810442
2024-11-16 13:00:00\r\n',58.1,15,7.066929134,46.5,0,0.222625136
2024-11-16 13:15:00\r\n',58.2,6,7.066929134,46,0,0.233570685
2024-11-16 13:30:00\r\n',58.4,6,7.066929134,47,0,0.244694163
2024-11-16 13:45:00\r\n',58,5,7.066929134,49,0,0.255245486
2024-11-16 14:00:00\r\n',57.2,8,7.066929134,48.5,0,0.265096395
2024-11-16 14:15:00\r\n',56.3,4,7.066929134,51.5,0,0.274180975
2024-11-16 14:30:00\r\n',55.7,10,7.066929134,53.5,0,0.282233487
2024-11-16 14:45:00\r\n',55.1,10,7.066929134,56,0,0.289114273
2024-11-16 15:00:00\r\n',54.7,13,7.066929134,57.5,0,0.295055816
2024-11-16 15:15:00\r\n',54,10,7.066929134,59,0,0.300152123
2024-11-16 15:30:00\r\n',53.4,8,7.066929134,59,0,0.303264023
2024-11-16 15:45:00\r\n',52.7,12,7.066929134,61,0,0.304487162
2024-11-16 16:00:00\r\n',52.3,6,301.0511811,61,0,0.305335449
2024-11-16 16:15:00\r\n',51.7,8,344.8661417,60.5,0,0.305712136
2024-11-16 16:30:00\r\n',51,10,334.9724409,63,0,0.306089665
2024-11-16 16:45:00\r\n',50.4,3,271.3700787,65.5,0,0.306351221
2024-11-16 17:00:00\r\n',49.8,7,344.8661417,70.5,0,0.306493462
2024-11-16 17:15:00\r\n',49.3,8,327.9055118,73.5,0,0.306649539
2024-11-16 17:30:00\r\n',49,5,326.492126,76.5,0,0.306744194
2024-11-16 17:45:00\r\n',48.7,10,12.72047244,76,0,0.306846215
2024-11-16 18:00:00\r\n',48.5,10,293.984252,74.5,0,0.307001901
2024-11-16 18:15:00\r\n',48.5,2,315.1850394,69.5,0,0.307099624
2024-11-16 18:30:00\r\n',48.4,8,319.4251969,68,0,0.30718667
2024-11-16 18:45:00\r\n',48.9,6,330.7322835,67,0,0.307351167
2024-11-16 19:00:00\r\n',48.4,6,293.984252,67.5,0,0.30748668
2024-11-16 19:15:00\r\n',48.9,6,24.02755906,65.5,0,0.307628068
2024-11-16 19:30:00\r\n',49.6,14,332.1456693,62.5,0,0.307900608
2024-11-16 19:45:00\r\n',49.7,8,332.1456693,61,0,0.308219309
