  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
92,    P-2607,   2025/07/30 01:21:17,           1-08,7,-9.456,13584.844,18638,0,1,                                        ,                                        ,                 H2O,1753863983,0.178,3.602,67.793,0,0.074,1.616,211.341,-1.673,5.286,118.649,0.729,-16.403,0,0,1,43.5,1,8,5,20250722_TristanCaro,0,1
93,    P-2607,   2025/07/30 01:30:17,           1-08,8,-9.785,13555.321,18492,0,1,                                        ,                                        ,                 H2O,1753864522,0.161,4.223,68.405,0,0.091,1.634,211.93,-5.435,5.678,110.087,0.728,-17.426,0,0,1,43.5,1,8,5,20250722_TristanCaro,0,1
94,    P-2607,   2025/07/30 01:39:16,           1-08,9,-9.752,13542.251,18654,0,1,                                        ,                                        ,                 H2O,1753865062,0.195,3.524,67.033,0,0.072,1.599,213.483,-6.898,5.903,110.925,0.729,-17.681,0,0,1,43.438,1,8,5,20250722_TristanCaro,0,1
95,    P-2608,   2025/07/30 01:50:32,           1-09,1,-9.557,13379.914,19092,-1,1,                                        ,                                        ,                 H2O,1753865739,0.221,9.219,83.662,0.002,0.21,1.992,214.983,-3.158,5.53,119.69,0.73,-17.095,0,0,1,43.562,1,9,5,20250722_TristanCaro,0,1
96,    P-2608,   2025/07/30 01:59:32,           1-09,2,-9.666,13355.709,18751,-1,1,                                        ,                                        ,                 H2O,1753866279,0.194,3.432,68.265,0,0.069,1.625,213.829,-6.447,5.842,113.446,0.73,-17.494,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
97,    P-2608,   2025/07/30 02:08:33,           1-09,3,-9.496,13387.615,18505,-1,1,                                        ,                                        ,                 H2O,1753866819,0.2,3.241,67.858,0,0.063,1.614,210.65,-2.599,5.351,117.514,0.727,-16.39,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
98,    P-2608,   2025/07/30 02:17:34,           1-09,4,-9.422,13411.05,18424,0,1,                                        ,                                        ,                 H2O,1753867360,0.205,3.062,67.251,0,0.056,1.606,209.854,-1.532,5.24,117.208,0.728,-16.253,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
99,    P-2608,   2025/07/30 02:26:34,           1-09,5,-9.435,13420.2,18701,0,1,                                        ,                                        ,                 H2O,1753867900,0.182,3.063,67.315,0,0.057,1.604,211.801,-1.991,5.325,119.202,0.73,-16.476,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
100,    P-2608,   2025/07/30 02:35:34,           1-09,6,-9.705,13422.453,18345,0,1,                                        ,                                        ,                 H2O,1753868440,0.201,2.693,66.771,0,0.043,1.585,211.161,-6.049,5.726,110.034,0.729,-17.394,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
101,    P-2608,   2025/07/30 02:44:35,           1-09,7,-9.542,13422.787,18750,0,1,                                        ,                                        ,                 H2O,1753868981,0.177,2.558,66.58,0,0.046,1.59,212.56,-2.961,5.454,117.617,0.728,-16.869,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
102,    P-2608,   2025/07/30 02:53:36,           1-09,8,-9.432,13424.325,18604,0,1,                                        ,                                        ,                 H2O,1753869522,0.186,2.379,66.653,0,0.038,1.586,211.156,-2.271,5.355,117.843,0.727,-16.452,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
103,    P-2608,   2025/07/30 03:02:36,           1-09,9,-9.705,13424.091,18688,0,1,                                        ,                                        ,                 H2O,1753870062,0.195,2.438,66.33,0,0.034,1.586,213.601,-6.893,5.886,112.031,0.73,-17.699,0,0,1,43.5,1,9,5,20250722_TristanCaro,0,1
104,    P-2609,   2025/07/30 03:13:52,           1-10,1,-9.353,13261.897,19032,-1,1,                                        ,                                        ,                 H2O,1753870738,0.205,4.039,68.339,0.001,0.084,1.628,214.542,-2.683,5.475,118.167,0.73,-17.21,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
105,    P-2609,   2025/07/30 03:22:52,           1-10,2,-9.078,13216.451,19098,-1,1,                                        ,                                        ,                 H2O,1753871278,0.191,3.11,67.14,0.001,0.057,1.599,214.642,-2.12,5.406,120.672,0.73,-16.769,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
106,    P-2609,   2025/07/30 03:31:52,           1-10,3,-9.185,13234.227,18373,-1,1,                                        ,                                        ,                 H2O,1753871819,0.2,2.758,65.677,0.001,0.048,1.574,209.441,-1.446,5.227,115.841,0.729,-15.992,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
107,    P-2609,   2025/07/30 03:40:53,           1-10,4,-9.538,13251.424,18398,0,1,                                        ,                                        ,                 H2O,1753872358,0.184,3.524,69.17,0,0.069,1.65,211.257,-5.542,5.694,110.435,0.729,-17.064,0,0,1,43.75,1,10,5,20250722_TristanCaro,0,1
108,    P-2609,   2025/07/30 03:49:53,           1-10,5,-9.286,13270.281,18754,0,1,                                        ,                                        ,                 H2O,1753872899,0.168,2.4,66.077,0,0.04,1.576,212.48,-2.478,5.426,116.244,0.729,-16.782,0,0,1,43.562,1,10,5,20250722_TristanCaro,0,1
109,    P-2609,   2025/07/30 03:58:53,           1-10,6,-9.227,13271.771,18724,0,1,                                        ,                                        ,                 H2O,1753873439,0.2,2.347,66.271,0,0.035,1.579,212.065,-2.129,5.354,118.515,0.73,-16.444,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
110,    P-2609,   2025/07/30 04:07:53,           1-10,7,-8.98,13219.535,18998,0,1,                                        ,                                        ,                 H2O,1753873979,0.186,2.436,67.293,0,0.038,1.595,214.065,-1.97,5.378,118.671,0.73,-16.957,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
111,    P-2609,   2025/07/30 04:16:54,           1-10,8,-9.223,13267.204,18452,0,1,                                        ,                                        ,                 H2O,1753874520,0.207,2.408,67.31,0,0.034,1.605,210.004,-1.438,5.225,116.455,0.729,-16.135,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
112,    P-2609,   2025/07/30 04:25:54,           1-10,9,-9.226,13274.312,18753,0,1,                                        ,                                        ,                 H2O,1753875060,0.204,2.485,67.051,0,0.033,1.597,212.223,-1.83,5.347,117.409,0.73,-16.587,0,0,1,43.5,1,10,5,20250722_TristanCaro,0,1
113,    P-2610,   2025/07/30 04:37:11,           1-11,1,-9.433,13195.427,19031,-1,1,                                        ,                                        ,                 H2O,1753875738,0.183,2.933,66.425,0,0.051,1.584,214.275,-1.882,5.375,118.242,0.729,-16.944,0,0,1,43.5,1,11,5,20250722_TristanCaro,0,1
114,    P-2610,   2025/07/30 04:46:11,           1-11,2,-9.382,13164.306,18749,-1,1,                                        ,                                        ,                 H2O,1753876277,0.191,2.97,71.672,0,0.055,1.71,212.085,-1.818,5.32,118.58,0.729,-16.403,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
115,    P-2610,   2025/07/30 04:55:11,           1-11,3,-9.635,13192.467,18792,-1,1,                                        ,                                        ,                 H2O,1753876817,0.189,2.476,67.147,0,0.038,1.6,214.144,-6.535,5.882,112.455,0.729,-17.526,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
116,    P-2610,   2025/07/30 05:04:11,           1-11,4,-9.393,13211.747,18499,0,1,                                        ,                                        ,                 H2O,1753877358,0.196,2.365,66.257,0,0.03,1.579,210.659,-2.393,5.323,115.175,0.729,-16.425,0,0,1,43.5,1,11,5,20250722_TristanCaro,0,1
117,    P-2610,   2025/07/30 05:13:12,           1-11,5,-9.6,13217.548,18692,0,1,                                        ,                                        ,                 H2O,1753877898,0.204,2.164,66.373,-0.001,0.02,1.574,213.337,-5.649,5.769,110.549,0.729,-17.519,0,0,1,43.5,1,11,5,20250722_TristanCaro,0,1
118,    P-2610,   2025/07/30 05:22:12,           1-11,6,-9.441,13215.6,18660,0,1,                                        ,                                        ,                 H2O,1753878438,0.201,2.204,66.053,0,0.03,1.571,211.718,-2.136,5.359,114.883,0.73,-16.642,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
119,    P-2610,   2025/07/30 05:31:12,           1-11,7,-9.379,13221.418,18687,0,1,                                        ,                                        ,                 H2O,1753878978,0.189,2.243,66.957,0,0.029,1.593,211.717,-1.625,5.302,118.383,0.727,-16.353,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
120,    P-2610,   2025/07/30 05:40:14,           1-11,8,-9.355,13220.741,18649,0,1,                                        ,                                        ,                 H2O,1753879519,0.195,2.313,66.985,0,0.028,1.604,211.166,-1.376,5.275,118.97,0.73,-16.05,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
121,    P-2610,   2025/07/30 05:49:14,           1-11,9,-9.656,13218.635,18701,0,1,                                        ,                                        ,                 H2O,1753880060,0.186,2.241,67.419,0,0.03,1.603,213.471,-5.809,5.754,111.053,0.728,-17.582,0,0,1,43.438,1,11,5,20250722_TristanCaro,0,1
122,    P-2611,   2025/07/30 06:00:31,           1-12,1,-9.615,13327.126,19061,-1,1,                                        ,                                        ,                 H2O,1753880737,0.221,2.656,67.512,0.001,0.035,1.6,214.862,-3.156,5.523,118.21,0.73,-17.283,0,0,1,43.438,1,12,5,20250722_TristanCaro,0,1
123,    P-2611,   2025/07/30 06:09:31,           1-12,2,-9.419,13307.809,18612,-1,1,                                        ,                                        ,                 H2O,1753881277,0.203,2.029,66.551,0,0.019,1.586,211.119,-1.862,5.311,118.178,0.729,-16.207,0,0,1,43.438,1,12,5,20250722_TristanCaro,0,1
124,    P-2611,   2025/07/30 06:18:32,           1-12,3,-9.431,13338.884,18204,-1,1,                                        ,                                        ,                 H2O,1753881818,0.214,1.964,65.596,0,0.019,1.572,208.254,-1.633,5.196,116.132,0.729,-15.908,0,0,1,43.5,1,12,5,20250722_TristanCaro,0,1
125,    P-2611,   2025/07/30 06:27:32,           1-12,4,-9.69,13361.992,18530,0,1,                                        ,                                        ,                 H2O,1753882358,0.215,1.972,66.768,0,0.013,1.591,212.318,-5.996,5.778,111.251,0.729,-17.348,0,0,1,43.438,1,12,5,20250722_TristanCaro,0,1
126,    P-2611,   2025/07/30 06:36:32,           1-12,5,-9.49,13365.963,18326,0,1,                                        ,                                        ,                 H2O,1753882898,0.199,2.124,65.845,0.001,0.016,1.573,209.502,-2.25,5.306,114.609,0.728,-16.329,0,0,1,43.5,1,12,5,20250722_TristanCaro,0,1
127,    P-2611,   2025/07/30 06:45:32,           1-12,6,-9.473,13368.707,18727,0,1,                                        ,                                        ,                 H2O,1753883438,0.216,2.693,68.372,0.001,0.047,1.624,212.076,-1.565,5.329,117.315,0.729,-16.763,0,0,1,43.5,1,12,5,20250722_TristanCaro,0,1
128,    P-2611,   2025/07/30 06:54:33,           1-12,7,-9.432,13376.472,18689,0,1,                                        ,                                        ,                 H2O,1753883979,0.196,1.937,66.362,0,0.008,1.581,211.824,-2.099,5.356,118.268,0.729,-16.561,0,0,1,43.5,1,12,5,20250722_TristanCaro,0,1
129,    P-2611,   2025/07/30 07:03:34,           1-12,8,-9.504,13372.449,18685,0,1,                                        ,                                        ,                 H2O,1753884519,0.204,1.965,66.509,0,0.022,1.584,211.976,-1.943,5.362,116.13,0.729,-16.891,0,0,1,43.562,1,12,5,20250722_TristanCaro,0,1
130,    P-2611,   2025/07/30 07:12:34,           1-12,9,-9.513,13373.167,18703,0,1,                                        ,                                        ,                 H2O,1753885060,0.197,2.294,70.091,0,0.034,1.664,212.095,-2.049,5.37,116.328,0.729,-16.873,0,0,1,43.5,1,12,5,20250722_TristanCaro,0,1
131,    P-2612,   2025/07/30 07:23:51,           1-13,1,-9.502,13263.042,19102,-1,1,                                        ,                                        ,                 H2O,1753885737,0.2,2.313,66.707,0,0.02,1.591,214.704,-2.398,5.497,120.303,0.732,-16.998,0,0,1,43.562,1,13,5,20250722_TristanCaro,0,1
132,    P-2612,   2025/07/30 07:32:51,           1-13,2,-9.51,13221.445,18782,-1,1,                                        ,                                        ,                 H2O,1753886277,0.211,2.164,66.32,0,0.027,1.591,212.502,-2.04,5.365,118.12,0.729,-16.726,0,0,1,43.5,1,13,5,20250722_TristanCaro,0,1
133,    P-2612,   2025/07/30 07:41:52,           1-13,3,-9.445,13240.213,18715,-1,1,                                        ,                                        ,                 H2O,1753886818,0.181,1.943,66.759,0,0.014,1.591,212.086,-2.176,5.381,117.95,0.73,-16.747,0,0,1,43.562,1,13,5,20250722_TristanCaro,0,1
134,    P-2612,   2025/07/30 07:50:53,           1-13,4,-9.471,13255.607,18758,0,1,                                        ,                                        ,                 H2O,1753887358,0.214,2.006,67.211,-0.001,0.006,1.602,212.436,-2.188,5.383,118.154,0.73,-16.866,0,0,1,43.562,1,13,5,20250722_TristanCaro,0,1
135,    P-2612,   2025/07/30 07:59:53,           1-13,5,-9.482,13273.876,18711,0,1,                                        ,                                        ,                 H2O,1753887899,0.191,2.515,69.235,0,0.037,1.656,211.997,-1.739,5.342,117.549,0.73,-16.807,0,0,1,43.562,1,13,5,20250722_TristanCaro,0,1
136,    P-2612,   2025/07/30 08:08:53,           1-13,6,-9.473,13274.4,18729,0,1,                                        ,                                        ,                 H2O,1753888439,0.207,2.025,67.061,0,0.013,1.598,212.075,-1.808,5.342,118.099,0.73,-16.676,0,0,1,43.562,1,13,5,20250722_TristanCaro,0,1
137,    P-2612,   2025/07/30 08:17:54,           1-13,7,-9.475,13221.577,18705,0,1,                                        ,                                        ,                 H2O,1753888981,0.204,2.405,67.181,0.001,0.031,1.599,212.1,-2.625,5.401,117.958,0.731,-16.729,0,0,1,43.5,1,13,5,20250722_TristanCaro,0,1
138,    P-2612,   2025/07/30 08:26:54,           1-13,8,-9.475,13268.224,18716,0,1,                                        ,                                        ,                 H2O,1753889520,0.209,2.028,66.854,0,0.01,1.594,212.066,-2.171,5.378,118.903,0.732,-16.651,0,0,1,43.5,1,13,5,20250722_TristanCaro,0,1
139,    P-2612,   2025/07/30 08:35:54,           1-13,9,-9.46,13275.407,18748,0,1,                                        ,                                        ,                 H2O,1753890060,0.222,2.67,68.543,0.001,0.039,1.631,212.348,-2.205,5.407,117.544,0.73,-16.811,0,0,1,43.5,1,13,5,20250722_TristanCaro,0,1
140,    P-2613,   2025/07/30 08:47:12,           1-14,1,-9.353,13068.489,19054,-1,1,                                        ,                                        ,                 H2O,1753890738,0.199,3.691,69.851,0,0.075,1.657,214.476,-2.222,5.431,118.802,0.729,-16.742,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
141,    P-2613,   2025/07/30 08:56:11,           1-14,2,-9.208,13014.86,18814,-1,1,                                        ,                                        ,                 H2O,1753891278,0.204,2.655,66.786,0.001,0.045,1.586,212.288,-0.885,5.241,118.931,0.728,-16.09,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
142,    P-2613,   2025/07/30 09:05:13,           1-14,3,-9.198,13034.458,18093,-1,1,                                        ,                                        ,                 H2O,1753891818,0.206,2.593,66.322,0,0.043,1.575,207.119,-0.25,5.053,114.416,0.728,-15.381,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
143,    P-2613,   2025/07/30 09:14:13,           1-14,4,-9.249,13051.92,18721,0,1,                                        ,                                        ,                 H2O,1753892359,0.216,2.398,66.465,0.001,0.036,1.574,211.837,-1.763,5.313,117.181,0.73,-16.217,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
144,    P-2613,   2025/07/30 09:23:14,           1-14,5,-9.276,13057.518,18716,0,1,                                        ,                                        ,                 H2O,1753892900,0.211,2.427,67.647,0,0.037,1.604,211.685,-1.556,5.277,118.191,0.729,-16.16,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
145,    P-2613,   2025/07/30 09:32:15,           1-14,6,-9.275,13060.402,18750,0,1,                                        ,                                        ,                 H2O,1753893441,0.214,2.313,66.912,0,0.031,1.587,212.096,-1.8,5.3,118.442,0.729,-16.287,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
146,    P-2613,   2025/07/30 09:41:16,           1-14,7,-9.263,13060.422,18709,0,1,                                        ,                                        ,                 H2O,1753893982,0.234,2.328,67.206,-0.001,0.024,1.595,211.748,-1.148,5.256,117.363,0.728,-16.294,0,0,1,43.438,1,14,5,20250722_TristanCaro,0,1
147,    P-2613,   2025/07/30 09:50:16,           1-14,8,-9.287,13058.949,18723,0,1,                                        ,                                        ,                 H2O,1753894521,0.217,2.69,68.161,0.001,0.048,1.618,211.802,-1.179,5.261,116.996,0.728,-16.283,0,0,1,43.562,1,14,5,20250722_TristanCaro,0,1
148,    P-2613,   2025/07/30 09:59:16,           1-14,9,-9.248,13062.253,18726,0,1,                                        ,                                        ,                 H2O,1753895062,0.188,2.155,66.904,0,0.024,1.603,211.863,-1.145,5.283,115.989,0.728,-16.398,0,0,1,43.5,1,14,5,20250722_TristanCaro,0,1
149,    P-2614,   2025/07/30 10:10:31,           1-15,1,-9.486,13125.082,19052,-1,1,                                        ,                                        ,                 H2O,1753895736,0.214,3.097,68.667,0.001,0.052,1.639,214.49,-1.69,5.378,117.16,0.728,-17.169,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
150,    P-2614,   2025/07/30 10:19:32,           1-15,2,-9.621,13103.283,18786,-1,1,                                        ,                                        ,                 H2O,1753896278,0.193,1.882,66.525,0.001,0.018,1.578,214.13,-5.953,5.825,111.03,0.729,-17.587,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
151,    P-2614,   2025/07/30 10:28:32,           1-15,3,-9.375,13123.728,18396,-1,1,                                        ,                                        ,                 H2O,1753896818,0.199,2.417,68.038,0,0.039,1.621,209.581,-1.974,5.301,115.433,0.729,-15.86,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
152,    P-2614,   2025/07/30 10:37:32,           1-15,4,-9.354,13154.216,18682,0,1,                                        ,                                        ,                 H2O,1753897358,0.202,2.145,66.204,0,0.02,1.574,211.702,-1.459,5.291,116.717,0.731,-16.526,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
153,    P-2614,   2025/07/30 10:46:32,           1-15,5,-9.324,13161.187,18323,0,1,                                        ,                                        ,                 H2O,1753897898,0.202,2.151,65.517,0,0.021,1.566,208.887,-1.038,5.175,115.868,0.727,-15.806,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
154,    P-2614,   2025/07/30 10:55:32,           1-15,6,-9.385,13164.423,18689,0,1,                                        ,                                        ,                 H2O,1753898438,0.206,2.411,68.291,0,0.035,1.631,211.539,-1.271,5.25,118.474,0.727,-16.243,0,0,1,43.438,1,15,5,20250722_TristanCaro,0,1
155,    P-2614,   2025/07/30 11:04:33,           1-15,7,-9.36,13166.392,18504,0,1,                                        ,                                        ,                 H2O,1753898978,0.205,2.021,66.238,0.001,0.024,1.572,210.457,-1.744,5.255,117.191,0.728,-16.066,0,0,1,43.5,1,15,5,20250722_TristanCaro,0,1
156,    P-2614,   2025/07/30 11:13:33,           1-15,8,-9.402,13165.979,18668,0,1,                                        ,                                        ,                 H2O,1753899519,0.208,1.993,65.854,0,0.013,1.57,211.446,-1.703,5.294,118.206,0.729,-16.151,0,0,1,43.438,1,15,5,20250722_TristanCaro,0,1
157,    P-2614,   2025/07/30 11:22:33,           1-15,9,-9.339,13169.727,18652,0,1,                                        ,                                        ,                 H2O,1753900059,0.202,1.887,66.129,0,0.005,1.574,211.248,-1.453,5.261,118.816,0.73,-16.025,0,0,1,43.438,1,15,5,20250722_TristanCaro,0,1
158,    P-2615,   2025/07/30 11:33:48,           1-16,1,-9.86,13262.325,19104,-1,1,                                        ,                                        ,                 H2O,1753900734,0.21,1.998,67.086,0,0.007,1.589,216.514,-8.161,5.801,127.902,0.729,-16.86,0,0,1,43.438,1,16,5,20250722_TristanCaro,0,1
159,    P-2615,   2025/07/30 11:42:49,           1-16,2,-9.568,13235.85,18676,-1,1,                                        ,                                        ,                 H2O,1753901275,0.213,2.297,67.809,0.001,0.034,1.611,211.844,-2.875,5.368,120.228,0.728,-16.255,0,0,1,43.375,1,16,5,20250722_TristanCaro,0,1
160,    P-2615,   2025/07/30 11:51:48,           1-16,3,-9.479,13265.922,18538,-1,1,                                        ,                                        ,                 H2O,1753901814,0.187,1.891,65.605,0,0.003,1.567,210.721,-1.647,5.282,117.024,0.728,-16.297,0,0,1,43.438,1,16,5,20250722_TristanCaro,0,1
161,    P-2615,   2025/07/30 12:00:48,           1-16,4,-9.524,13290.779,18721,0,1,                                        ,                                        ,                 H2O,1753902354,0.183,2.331,69.218,0.001,0.025,1.646,211.959,-2.132,5.369,118.389,0.728,-16.349,0,0,1,43.438,1,16,5,20250722_TristanCaro,0,1
162,    P-2615,   2025/07/30 12:09:49,           1-16,5,-9.756,13299.046,18750,0,1,                                        ,                                        ,                 H2O,1753902894,0.211,1.854,66.493,0,0.001,1.582,214.006,-6.641,5.893,111.607,0.73,-17.807,0,0,1,43.5,1,16,5,20250722_TristanCaro,0,1
163,    P-2615,   2025/07/30 12:18:48,           1-16,6,-9.605,13301.831,18763,0,1,                                        ,                                        ,                 H2O,1753903434,0.219,1.905,66.576,0,0,1.585,213.129,-3.326,5.494,115.194,0.731,-17.302,0,0,1,43.5,1,16,5,20250722_TristanCaro,0,1
164,    P-2615,   2025/07/30 12:27:48,           1-16,7,-9.499,13303.035,18732,0,1,                                        ,                                        ,                 H2O,1753903974,0.22,1.869,66.709,0.001,0.005,1.586,211.984,-2.29,5.378,118.547,0.731,-16.344,0,0,1,43.562,1,16,5,20250722_TristanCaro,0,1
165,    P-2615,   2025/07/30 12:36:49,           1-16,8,-9.501,13302.696,18774,0,1,                                        ,                                        ,                 H2O,1753904514,0.216,1.883,66.879,0.001,0.014,1.593,212.394,-1.995,5.347,118.58,0.729,-16.6,0,0,1,43.625,1,16,5,20250722_TristanCaro,0,1
166,    P-2615,   2025/07/30 12:45:49,           1-16,9,-9.894,13301.53,18744,0,1,                                        ,                                        ,                 H2O,1753905055,0.194,1.785,68.112,-0.001,0.007,1.615,214.174,-7.51,5.684,123.573,0.729,-16.888,0,0,1,43.625,1,16,5,20250722_TristanCaro,0,1
167,    P-2616,   2025/07/30 12:57:05,           1-17,1,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,1,17,5,20250722_TristanCaro,0,1
168,    P-2616,   2025/07/30 13:07:09,           1-17,2,-9.497,13017.249,18662,-1,1,                                        ,                                        ,                 H2O,1753906335,0.196,3.112,60.699,0.001,0.056,1.451,211.943,-3.177,5.359,119.788,0.731,-16.147,0,0,1,43.688,1,17,5,20250722_TristanCaro,0,1
169,    P-2616,   2025/07/30 13:16:09,           1-17,3,-9.447,13039.261,18677,-1,1,                                        ,                                        ,                 H2O,1753906875,0.198,1.973,64.459,0,-0.014,1.53,211.781,-1.967,5.332,118.725,0.732,-16.524,0,0,1,43.75,1,17,5,20250722_TristanCaro,0,1
170,    P-2616,   2025/07/30 13:25:09,           1-17,4,-9.456,13054.291,18744,0,1,                                        ,                                        ,                 H2O,1753907415,0.188,2.062,64.889,0,-0.01,1.544,212.047,-1.994,5.389,118.676,0.734,-16.501,0,0,1,43.812,1,17,5,20250722_TristanCaro,0,1
171,    P-2616,   2025/07/30 13:34:10,           1-17,5,-9.808,13059.141,18740,0,1,                                        ,                                        ,                 H2O,1753907956,0.211,2.045,64.373,0.001,-0.004,1.535,213.804,-7.492,5.68,125.586,0.732,-16.552,0,0,1,43.812,1,17,5,20250722_TristanCaro,0,1
172,    P-2616,   2025/07/30 13:43:10,           1-17,6,-9.899,13061.78,18754,0,1,                                        ,                                        ,                 H2O,1753908496,0.206,2.052,65.409,0.001,-0.004,1.562,214.403,-7.835,5.722,124.46,0.731,-16.95,0,0,1,43.812,1,17,5,20250722_TristanCaro,0,1
173,    P-2616,   2025/07/30 13:52:11,           1-17,7,-9.545,13061.866,18733,0,1,                                        ,                                        ,                 H2O,1753909038,0.184,2.064,67.205,0,0.01,1.604,212.472,-3.474,5.451,121.104,0.735,-16.496,0,0,1,43.938,1,17,5,20250722_TristanCaro,0,1
174,    P-2616,   2025/07/30 14:01:11,           1-17,8,-9.456,13060.051,18750,0,1,                                        ,                                        ,                 H2O,1753909577,0.2,2.04,65.946,0,-0.008,1.567,212.351,-2.524,5.405,119.769,0.734,-16.615,0,0,1,43.938,1,17,5,20250722_TristanCaro,0,1
175,    P-2616,   2025/07/30 14:10:12,           1-17,9,-9.445,13065.317,18746,0,1,                                        ,                                        ,                 H2O,1753910118,0.222,1.961,67.058,0.001,0.01,1.59,212.074,-1.725,5.345,119.449,0.733,-16.509,0,0,1,43.938,1,17,5,20250722_TristanCaro,0,1
176,    P-2617,   2025/07/30 14:21:28,           1-18,1,-9.309,13049.052,19137,-1,1,                                        ,                                        ,                 H2O,1753910794,0.179,2.835,65.794,0.001,0.051,1.558,215.018,-1.748,5.408,118.367,0.734,-16.966,0,0,1,43.938,1,18,5,20250722_TristanCaro,0,1
177,    P-2617,   2025/07/30 14:30:28,           1-18,2,-9.308,12985.711,18799,-1,1,                                        ,                                        ,                 H2O,1753911335,0.184,2.149,66.239,0,0.033,1.581,212.493,-1.584,5.301,116.598,0.732,-16.489,0,0,1,43.938,1,18,5,20250722_TristanCaro,0,1
178,    P-2617,   2025/07/30 14:39:28,           1-18,3,-9.555,13013.543,18752,-1,1,                                        ,                                        ,                 H2O,1753911874,0.198,2.216,66.139,0,0.027,1.58,213.551,-5.517,5.745,111.776,0.732,-17.165,0,0,1,44,1,18,5,20250722_TristanCaro,0,1
179,    P-2617,   2025/07/30 14:48:29,           1-18,4,-9.584,13029.548,18768,0,1,                                        ,                                        ,                 H2O,1753912415,0.198,2.102,67.186,0,0.02,1.599,214.036,-6.256,5.926,109.387,0.733,-17.506,0,0,1,44,1,18,5,20250722_TristanCaro,0,1
180,    P-2617,   2025/07/30 14:57:29,           1-18,5,-9.609,13034.875,18752,0,1,                                        ,                                        ,                 H2O,1753912955,0.212,2.215,67.182,0.001,0.024,1.594,214.285,-7.065,5.988,109.627,0.733,-17.661,0,0,1,44,1,18,5,20250722_TristanCaro,0,1
181,    P-2617,   2025/07/30 15:06:29,           1-18,6,-9.33,13040.441,18769,0,1,                                        ,                                        ,                 H2O,1753913496,0.195,2.023,65.615,0.001,0.01,1.556,212.626,-2.672,5.422,115.866,0.733,-16.582,0,0,1,43.875,1,18,5,20250722_TristanCaro,0,1
182,    P-2617,   2025/07/30 15:15:29,           1-18,7,-9.288,13036.438,18745,0,1,                                        ,                                        ,                 H2O,1753914035,0.201,2.122,66.736,0,0.022,1.585,211.867,-1.163,5.256,117.47,0.732,-16.18,0,0,1,43.875,1,18,5,20250722_TristanCaro,0,1
183,    P-2617,   2025/07/30 15:24:30,           1-18,8,-9.256,13040.671,18789,0,1,                                        ,                                        ,                 H2O,1753914576,0.197,1.775,66.221,0,0.008,1.574,212.109,-1.332,5.279,118.982,0.731,-16.068,0,0,1,43.938,1,18,5,20250722_TristanCaro,0,1
184,    P-2617,   2025/07/30 15:33:30,           1-18,9,-9.346,13035.109,18750,0,1,                                        ,                                        ,                 H2O,1753915116,0.206,2.703,70.585,0.001,0.043,1.684,211.99,-1.47,5.291,117.615,0.732,-16.242,0,0,1,43.938,1,18,5,20250722_TristanCaro,0,1
